molecule,geometry_angstrom,eigenpair_index,energy_low,energy_high,gap_hartree,eligible,dephasing_delta_c_median,transverse_delta_c_median,robust_delta_c,local_background,prominence,dephasing_positive_rate,transverse_positive_rate,robust_positive_rate
H4,1.0,21,-2.7685696390216754,-2.705116981159227,0.06345265786244836,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,22,-2.705116981159227,-2.6751262462133307,0.029990734945896325,True,0.25277824270480004,0.0674131474576676,0.0674131474576676,-0.008100617085551584,0.07551376454321919,1.0,0.6666666666666666,0.6666666666666666
H4,1.0,23,-2.6751262462133307,-2.5522374021421896,0.12288884407114109,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,24,-2.5522374021421896,-2.551186451314824,0.0010509508273655044,True,0.22102618778320457,-0.007486065193267513,-0.007486065193267513,-0.008715168977835655,0.0012291037845681418,0.75,0.4166666666666667,0.3333333333333333
H4,1.0,25,-2.551186451314824,-2.5101583526011852,0.04102809871363888,True,0.2098302414892241,0.12045352555588973,0.12045352555588973,-0.020042712636837212,0.14049623819272694,0.8333333333333334,0.75,0.6666666666666666
H4,1.0,26,-2.5101583526011852,-2.4715216705660303,0.03863668203515491,True,-0.0029892808829260764,-0.03484133207133869,-0.03484133207133869,-0.007486065193267513,-0.027355266878071174,0.5,0.4166666666666667,0.16666666666666666
H4,1.0,27,-2.4715216705660303,-2.3796775620930735,0.09184410847295688,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,28,-2.3796775620930735,-2.1484999321482823,0.23117762994479119,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,29,-2.1484999321482823,-2.085320762744558,0.06317916940372426,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,30,-2.085320762744558,-2.0435342681542723,0.04178649459028572,True,0.15529546360872132,0.283380861773596,0.15529546360872132,-0.007486065193267513,0.16278152880198882,0.8333333333333334,0.9166666666666666,0.75
H4,1.0,31,-2.0435342681542723,-2.04311179432814,0.00042247382613247453,True,-0.020042712636837212,0.005626060126297183,-0.020042712636837212,0.12045352555588973,-0.14049623819272694,0.4166666666666667,0.5,0.25
H4,1.0,32,-2.04311179432814,-1.7722567897383867,0.2708550045897531,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,33,-1.7722567897383867,-1.6392578260510262,0.13299896368736053,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.0,34,-1.6392578260510262,-1.5421376590466966,0.09712016700432957,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,0,-3.9184166335010717,-3.7857800150310768,0.13263661846999497,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,1,-3.7857800150310768,-3.6549052699960654,0.1308747450350114,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,2,-3.6549052699960654,-3.605793528101282,0.04911174189478329,True,0.17277959880702917,-0.003102267854070584,-0.003102267854070584,0.1643070096814669,-0.16740927753553747,0.9166666666666666,0.4166666666666667,0.4166666666666667
H4,1.25,3,-3.605793528101282,-3.5006445492396723,0.10514897886160979,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,4,-3.5006445492396723,-3.441493183959243,0.05915136528042941,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,5,-3.441493183959243,-3.4046834178146876,0.03680976614455522,True,0.2691342168538253,0.10628007653850104,0.10628007653850104,0.14964443301780528,-0.04336435647930424,1.0,0.5833333333333334,0.5833333333333334
H4,1.25,6,-3.4046834178146876,-3.2750065036448004,0.12967691416988725,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,7,-3.2750065036448004,-3.2619369295712417,0.013069574073558687,True,0.08687103238980767,0.0729726761199867,0.0729726761199867,0.1716178178732041,-0.0986451417532174,0.8333333333333334,0.5833333333333334,0.5
H4,1.25,8,-3.2619369295712417,-3.166608042962902,0.09532888660833949,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,9,-3.166608042962902,-3.139026531122436,0.02758151184046609,True,0.1716178178732041,0.2540746250629642,0.1716178178732041,0.1276710481624065,0.04394676971079761,0.8333333333333334,0.8333333333333334,0.6666666666666666
H4,1.25,10,-3.139026531122436,-3.1308704010856885,0.008156130036747644,True,0.3380750623249491,0.2503554305583697,0.2503554305583697,0.07825858880456407,0.1720968417538056,0.9166666666666666,0.75,0.6666666666666666
H4,1.25,11,-3.1308704010856885,-3.0639868297050823,0.06688357138060619,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,12,-3.0639868297050823,-3.0639776063956172,9.223309465067331e-06,True,0.22635959064492772,0.07825858880456407,0.07825858880456407,0.15418162343377764,-0.07592303462921357,0.75,0.6666666666666666,0.4166666666666667
H4,1.25,13,-3.0639776063956172,-3.0189094064875763,0.045068199908040896,True,0.3711345504715537,0.23385422391893226,0.23385422391893226,0.10628007653850104,0.1275741473804312,0.9166666666666666,0.75,0.6666666666666666
H4,1.25,14,-3.0189094064875763,-2.950845065311982,0.06806434117559412,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,15,-2.950845065311982,-2.9119054325898928,0.038939632722089446,True,0.1276710481624065,0.36180223348364093,0.1276710481624065,0.11977194611800154,0.007899102044404943,0.9166666666666666,1.0,0.9166666666666666
H4,1.25,16,-2.9119054325898928,-2.864742301381959,0.047163131207933695,True,0.22904895560087057,0.21852408697588696,0.21852408697588696,0.07825858880456407,0.1402654981713229,0.8333333333333334,0.8333333333333334,0.6666666666666666
H4,1.25,17,-2.864742301381959,-2.845405070241803,0.019337231140156064,True,0.2134624767348132,0.22463646366809298,0.2134624767348132,0.1276710481624065,0.08579142857240671,1.0,1.0,1.0
H4,1.25,18,-2.845405070241803,-2.81748553858346,0.027919531658342933,True,0.2801943610582549,0.1706420797855307,0.1706420797855307,0.07825858880456407,0.09238349098096663,0.9166666666666666,0.6666666666666666,0.5833333333333334
H4,1.25,19,-2.81748553858346,-2.741504483127841,0.07598105545561928,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,20,-2.741504483127841,-2.699512917965179,0.04199156516266189,True,0.03737270525114794,0.1105852702765395,0.03737270525114794,0.1377211670820246,-0.10034846183087665,0.6666666666666666,0.6666666666666666,0.4166666666666667
H4,1.25,21,-2.699512917965179,-2.6892888098551038,0.010224108110075125,True,0.07631933572488867,0.031589970852008334,0.031589970852008334,0.13046743192995425,-0.09887746107794591,0.75,0.6666666666666666,0.5833333333333334
H4,1.25,22,-2.6892888098551038,-2.6414101670387367,0.04787864281636711,True,0.23267641544741308,0.1377211670820246,0.1377211670820246,0.06842619585749393,0.06929497122453065,0.8333333333333334,0.75,0.5833333333333334
H4,1.25,23,-2.6414101670387367,-2.5925867181716105,0.048823448867126196,True,0.12300384870785729,0.06448580065077704,0.06448580065077704,0.13046743192995425,-0.06598163127917721,0.75,0.5,0.3333333333333333
H4,1.25,24,-2.5925867181716105,-2.5854964930051083,0.007090225166502151,True,0.14903312788814474,0.05859380291042379,0.05859380291042379,0.08754693616658626,-0.028953133256162472,0.8333333333333334,0.6666666666666666,0.5
H4,1.25,25,-2.5854964930051083,-2.557477365563475,0.028019127441633263,True,0.2766638734381386,0.13326381569750204,0.13326381569750204,0.06448580065077704,0.068778015046725,0.9166666666666666,0.6666666666666666,0.6666666666666666
H4,1.25,26,-2.557477365563475,-2.5199661762360095,0.037511189327465555,True,0.02701982823379806,0.029765050124056808,0.02701982823379806,0.09815748499622419,-0.07113765676242613,0.5833333333333334,0.5833333333333334,0.3333333333333333
H4,1.25,27,-2.5199661762360095,-2.376535306511641,0.14343086972436847,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,28,-2.376535306511641,-2.3243063111696443,0.052228995341996765,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,29,-2.3243063111696443,-2.273109176041769,0.05119713512787527,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,30,-2.273109176041769,-2.1838515865516124,0.08925758949015661,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,31,-2.1838515865516124,-2.144025301627535,0.03982628492407736,True,0.16296715362279213,-0.06368467931522157,-0.06368467931522157,0.06448580065077704,-0.12817047996599862,0.75,0.25,0.16666666666666666
H4,1.25,32,-2.144025301627535,-1.9528688158365628,0.19115648579097222,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,33,-1.9528688158365628,-1.7745446474962623,0.17832416834030052,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.25,34,-1.7745446474962623,-1.7662893412911695,0.008255306205092738,True,-0.0029262924286165837,-0.001510794759213896,-0.0029262924286165837,0.042806815572110926,-0.04573310800072751,0.3333333333333333,0.3333333333333333,0.16666666666666666
H4,1.5,0,-3.52488449039881,-3.454292678815906,0.07059181158290428,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,1,-3.454292678815906,-3.381637214122572,0.07265546469333373,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,2,-3.381637214122572,-3.3504487102669933,0.03118850385557881,True,0.12620240003756839,0.017086514421886828,0.017086514421886828,0.06099531879942974,-0.04390880437754291,0.75,0.5,0.4166666666666667
H4,1.5,3,-3.3504487102669933,-3.3023945052522032,0.048054205014790075,True,-0.05814862915458528,0.07006647500246821,-0.05814862915458528,0.09550931229623444,-0.15365794145081973,0.4166666666666667,0.5833333333333334,0.4166666666666667
H4,1.5,4,-3.3023945052522032,-3.2606978409614937,0.041696664290709506,True,0.11879911902691608,0.29100135848220265,0.11879911902691608,0.05366219169684083,0.06513692733007524,0.6666666666666666,0.75,0.5833333333333334
H4,1.5,5,-3.2606978409614937,-3.0673417018439832,0.19335613911751048,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,6,-3.0673417018439832,-2.9868729170257917,0.08046878481819153,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,7,-2.9868729170257917,-2.9595786251840748,0.027294291841716944,True,0.05563937809244446,-0.025969657399102175,-0.025969657399102175,0.09649821250768215,-0.12246786990678432,0.5833333333333334,0.5,0.3333333333333333
H4,1.5,8,-2.9595786251840748,-2.9093006692203707,0.0502779559637041,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,9,-2.9093006692203707,-2.888309771887874,0.020990897332496594,True,0.09649821250768215,0.18457596748450097,0.09649821250768215,0.09544906298966821,0.0010491495180139365,0.75,0.75,0.5
H4,1.5,10,-2.888309771887874,-2.8803318782443936,0.00797789364348045,True,0.354780813307059,0.06099531879942974,0.06099531879942974,0.04632906459425193,0.014666254205177809,1.0,0.6666666666666666,0.6666666666666666
H4,1.5,11,-2.8803318782443936,-2.86320533346802,0.017126544776373542,True,0.2734813284913372,0.09452041208478673,0.09452041208478673,0.0963777138945497,-0.0018573018097629707,1.0,0.75,0.75
H4,1.5,12,-2.86320533346802,-2.8445752919451954,0.01863004152282466,True,0.3454642209139336,0.04632906459425193,0.04632906459425193,0.054689605897129095,-0.008360541302877167,1.0,0.6666666666666666,0.6666666666666666
H4,1.5,13,-2.8445752919451954,-2.8167158453703243,0.02785944657487116,True,0.19893390783338827,0.30146032527419697,0.19893390783338827,0.04944121449730444,0.14949269333608384,0.8333333333333334,0.9166666666666666,0.75
H4,1.5,14,-2.8167158453703243,-2.784677759122996,0.0320380862473284,True,0.10800191605213236,0.2792278632303325,0.10800191605213236,0.054689605897129095,0.05331231015500326,0.9166666666666666,1.0,0.9166666666666666
H4,1.5,15,-2.784677759122996,-2.7646221658083334,0.020055593314662445,True,0.14211507664663184,0.3942683017363593,0.14211507664663184,0.09452041208478673,0.04759466456184511,0.9166666666666666,1.0,0.9166666666666666
H4,1.5,16,-2.7646221658083334,-2.7405959281396948,0.02402623766863865,True,0.028287835873213124,-0.008786941953729296,-0.008786941953729296,0.054689605897129095,-0.06347654785085839,0.5833333333333334,0.4166666666666667,0.3333333333333333
H4,1.5,17,-2.7405959281396948,-2.67267603673879,0.06791989140090493,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,18,-2.67267603673879,-2.6597799206983876,0.012896116040402195,True,0.2066092158020159,0.048383892994828454,0.048383892994828454,0.04632906459425193,0.002054828400576525,0.8333333333333334,0.6666666666666666,0.5833333333333334
H4,1.5,19,-2.6597799206983876,-2.6105607493764698,0.04921917132191789,True,0.0963777138945497,0.145146538733825,0.0963777138945497,0.09550931229623444,0.0008684015983152632,0.75,0.75,0.5
H4,1.5,20,-2.6105607493764698,-2.5927851570321594,0.017775592344310365,True,-0.06114686369785388,0.07103515342525578,-0.06114686369785388,0.048383892994828454,-0.10953075669268234,0.4166666666666667,0.75,0.25
H4,1.5,21,-2.5927851570321594,-2.5745346119843084,0.018250545047850952,True,0.0043620169098221445,0.01921261306284633,0.0043620169098221445,0.0963777138945497,-0.09201569698472756,0.5,0.75,0.3333333333333333
H4,1.5,22,-2.5745346119843084,-2.5442342935921163,0.03030031839219216,True,0.20922259491991535,0.19784502496676848,0.19784502496676848,0.018771061320261316,0.17907396364650716,0.8333333333333334,0.8333333333333334,0.6666666666666666
H4,1.5,23,-2.5442342935921163,-2.5286849926322637,0.01554930095985263,True,-0.02349327831334186,0.13824948351624392,-0.02349327831334186,0.11924639527059078,-0.14273967358393264,0.4166666666666667,0.8333333333333334,0.25
H4,1.5,24,-2.5286849926322637,-2.5275897707764874,0.0010952218557762627,True,0.20141912561542547,0.14433415776371825,0.14433415776371825,-0.015546591544806913,0.15988074930852517,0.75,0.75,0.5833333333333334
H4,1.5,25,-2.5275897707764874,-2.463395956538633,0.06419381423785442,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,26,-2.463395956538633,-2.44699272498364,0.016403231554992903,True,-0.014039752134967082,-0.06165333981513013,-0.06165333981513013,-0.008786941953729296,-0.052866397861400835,0.4166666666666667,0.3333333333333333,0.08333333333333333
H4,1.5,27,-2.44699272498364,-2.335114210407981,0.1118785145756589,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,28,-2.335114210407981,-2.312567261666021,0.022546948741960282,True,-0.20640190821105825,-0.12697971429273402,-0.20640190821105825,0.013038825929471962,-0.21944073414053022,0.25,0.25,0.0
H4,1.5,29,-2.312567261666021,-2.2575975155437336,0.05496974612228733,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,30,-2.2575975155437336,-2.1705299658990276,0.08706754964470598,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,31,-2.1705299658990276,-2.0983639978331783,0.0721659680658493,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,32,-2.0983639978331783,-2.0005326091936935,0.09783138863948482,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,33,-2.0005326091936935,-1.7235642630689592,0.2769683461247343,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.5,34,-1.7235642630689592,-1.7231208268717244,0.0004434361972347478,True,-0.008181084729582122,-0.02230624113588453,-0.02230624113588453,-0.06165333981513013,0.0393470986792456,0.4166666666666667,0.0,0.0
H4,1.75,0,-3.2438510574020674,-3.2091645646247553,0.03468649277731206,True,0.002859164814614734,0.1012119006057805,0.002859164814614734,-0.014860677612012096,0.01771984242662683,0.5,0.9166666666666666,0.4166666666666667
H4,1.75,1,-3.2091645646247553,-3.172640700017879,0.03652386460687618,True,0.1634041330644681,-0.27071355641111616,-0.27071355641111616,-0.03829042281399718,-0.23242313359711897,0.8333333333333334,0.16666666666666666,0.16666666666666666
H4,1.75,2,-3.172640700017879,-3.1554882770897916,0.017152422928087496,True,0.0732847421910433,0.24086010538161876,0.0732847421910433,-0.006000756398698681,0.07928549858974199,0.6666666666666666,0.9166666666666666,0.6666666666666666
H4,1.75,3,-3.1554882770897916,-3.1345513305606354,0.02093694652915623,True,-0.07362481637168986,0.293247068727692,-0.07362481637168986,-0.0029560292563045043,-0.07066878711538535,0.3333333333333333,0.8333333333333334,0.25
H4,1.75,4,-3.1345513305606354,-3.1166215624229343,0.017929768137701085,True,0.04822492998120742,0.4287708826748634,0.04822492998120742,0.002859164814614734,0.045365765166592686,0.5833333333333334,0.9166666666666666,0.5
H4,1.75,5,-3.1166215624229343,-2.77519348041829,0.3414280820046445,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,6,-2.77519348041829,-2.7384298016743367,0.03676367874395314,True,0.13472271124196533,-0.014860677612012096,-0.014860677612012096,0.025542047397911077,-0.040402725009923174,0.8333333333333334,0.4166666666666667,0.4166666666666667
H4,1.75,7,-2.7384298016743367,-2.713522913189758,0.024906888484578893,True,0.06522102978875677,-0.0029560292563045043,-0.0029560292563045043,-0.022423086812798428,0.019467057556493923,0.75,0.5,0.3333333333333333
H4,1.75,8,-2.713522913189758,-2.686428554461325,0.027094358728432688,True,-0.03633311722338195,0.16787033626919534,-0.03633311722338195,0.03980320584025916,-0.07613632306364111,0.3333333333333333,0.8333333333333334,0.25
H4,1.75,9,-2.686428554461325,-2.673435215355199,0.0129933391061261,True,-0.027639724520065467,-0.09966595323246241,-0.09966595323246241,0.028778642746093,-0.1284445959785554,0.3333333333333333,0.25,0.0
H4,1.75,10,-2.673435215355199,-2.668214001847313,0.00522121350788618,True,0.229866513690406,-0.1714742554157685,-0.1714742554157685,0.021331185327436948,-0.19280544074320544,0.75,0.25,0.25
H4,1.75,11,-2.668214001847313,-2.6672178497236594,0.0009961521236534487,True,0.1572499289345456,0.06409557054441989,0.06409557054441989,0.012911306744894248,0.05118426379952564,0.8333333333333334,0.75,0.6666666666666666
H4,1.75,12,-2.6672178497236594,-2.6463985676251,0.020819282098559544,True,0.45885193582862427,0.24144163764366888,0.24144163764366888,0.01644867837268245,0.22499295927098645,1.0,0.9166666666666666,0.9166666666666666
H4,1.75,13,-2.6463985676251,-2.633088352744945,0.013310214880154714,True,0.028778642746093,0.2941639253409636,0.028778642746093,0.030569770644057692,-0.0017911278979646922,0.5,0.8333333333333334,0.5
H4,1.75,14,-2.633088352744945,-2.617931535357556,0.015156817387389054,True,0.26667097222969616,0.3840208574434272,0.26667097222969616,0.01644867837268245,0.2502222938570137,1.0,1.0,1.0
H4,1.75,15,-2.617931535357556,-2.6086603248350024,0.009271210522553641,True,0.21122155047582555,0.22912473817653295,0.21122155047582555,0.028778642746093,0.18244290772973254,0.9166666666666666,1.0,0.9166666666666666
H4,1.75,16,-2.6086603248350024,-2.596026185252954,0.012634139582048398,True,0.0467799560139629,-0.0920652013325588,-0.0920652013325588,0.01644867837268245,-0.10851387970524125,0.5833333333333334,0.4166666666666667,0.16666666666666666
H4,1.75,17,-2.596026185252954,-2.5062662279688865,0.0897599572840675,False,nan,nan,nan,nan,nan,nan,nan,nan
H4,1.75,18,-2.5062662279688865,-2.500651837718668,0.005614390250218371,True,0.03980320584025916,0.2519987949192374,0.03980320584025916,-0.021619483159138107,0.06142268899939727,0.5833333333333334,0.75,0.5
