geometry_angstrom,eigenpair_index,energy_low,energy_high,gap_hartree,valid_seed_units,positive_prominence_units,prominence_positive_rate,median_prominence,min_prominence,max_prominence,median_robust_delta_c,dephasing_positive_rate,transverse_positive_rate,robust_positive_rate,status
1.5,18,-2.672676036738789,-2.659779920698387,0.01289611604040175,12,9,0.75,0.16911984241764805,-0.14748096563686625,0.3409206219741168,0.04762527222491622,0.8333333333333334,0.75,0.6666666666666666,PASS
1.5,22,-2.5745346119843076,-2.5442342935921185,0.030300318392189052,12,9,0.75,0.15813069457560597,-0.14984227763686997,0.2941777375019746,0.06895683302216,0.8333333333333334,0.9166666666666666,0.75,PASS
1.5,14,-2.8167158453703256,-2.784677759122995,0.03203808624733062,12,9,0.75,0.14274907614938984,-0.12260341131896516,0.40009097741571265,0.10800191605213866,0.9166666666666666,1.0,0.9166666666666666,PASS
1.5,13,-2.844575291945194,-2.8167158453703256,0.027859446574868496,12,9,0.75,0.09204823279194187,-0.1826026573250713,0.42533216773152677,0.12150820898383285,0.8333333333333334,0.9166666666666666,0.75,PASS
1.5,19,-2.659779920698387,-2.61056074937647,0.049219171321917,12,8,0.6666666666666666,0.05118059319096718,-0.31719775883173196,0.21204403621062745,0.08247666226451104,0.75,1.0,0.75,FAIL
1.5,2,-3.381637214122573,-3.350448710266992,0.03118850385558103,12,7,0.5833333333333334,0.054565195051494236,-0.42448792896922904,0.33038861239184303,0.10038066351069602,0.75,0.8333333333333334,0.6666666666666666,FAIL
1.5,10,-2.8883097718878723,-2.880331878244391,0.007977893643481337,12,6,0.5,-0.017853540402134147,-0.36207457517686137,0.39087208106269566,0.036638520274654696,1.0,0.5833333333333334,0.5833333333333334,FAIL
1.5,12,-2.8632053334680165,-2.844575291945194,0.018630041522822438,12,5,0.4166666666666667,-0.015433417405291014,-0.28830679730750663,0.33766728893305986,0.01851563639464618,1.0,0.5833333333333334,0.5833333333333334,FAIL
1.5,24,-2.5286849926322654,-2.527589770776487,0.0010952218557784832,12,5,0.4166666666666667,-0.047299727914945834,-0.31604427180007116,0.37792189704486234,-0.08122651203782857,0.75,0.6666666666666666,0.4166666666666667,FAIL
1.5,16,-2.7646221658083334,-2.7405959281396948,0.02402623766863865,12,5,0.4166666666666667,-0.050554707966495,-0.4809041922900731,0.2190909169173233,-0.03627201738690673,0.5833333333333334,0.5833333333333334,0.4166666666666667,FAIL
1.5,4,-3.3023945052522015,-3.260697840961495,0.0416966642907064,12,5,0.4166666666666667,-0.06919818037791155,-0.3691025122114775,0.2069009286176798,0.07654175839440854,0.6666666666666666,0.9166666666666666,0.5833333333333334,FAIL
1.5,3,-3.350448710266992,-3.3023945052522015,0.04805420501479052,12,4,0.3333333333333333,-0.041729064062437704,-0.6376767058504791,0.283048228460227,-0.07273804625040255,0.4166666666666667,0.8333333333333334,0.3333333333333333,FAIL
1.5,20,-2.61056074937647,-2.59278515703216,0.017775592344310365,12,3,0.25,-0.1038897104714846,-0.6897992990571417,0.1526432846951583,-0.12557897044224797,0.4166666666666667,0.5833333333333334,0.16666666666666666,FAIL
1.5,26,-2.463395956538633,-2.446992724983639,0.01640323155499379,12,3,0.25,-0.25083816398619596,-0.4262525150374901,0.06937603422068167,-0.24392853022015945,0.4166666666666667,0.25,0.25,FAIL
1.5,23,-2.5442342935921185,-2.5286849926322654,0.015549300959853074,12,2,0.16666666666666666,-0.1246982782884169,-0.35513853935670947,0.14139687659672945,-0.030869477532982803,0.4166666666666667,0.75,0.3333333333333333,FAIL
1.5,9,-2.9093006692203693,-2.8883097718878723,0.020990897332497038,12,2,0.16666666666666666,-0.20704929804520933,-0.48702714529883134,0.12956818779147852,-0.13002908071471736,0.75,0.3333333333333333,0.16666666666666666,FAIL
1.5,21,-2.59278515703216,-2.5745346119843076,0.018250545047852285,12,1,0.08333333333333333,-0.10696070044753782,-0.29112051011812534,0.04483477112592674,-0.019301332361641776,0.5,0.75,0.3333333333333333,FAIL
1.5,7,-2.9868729170257913,-2.9595786251840766,0.027294291841714724,12,1,0.08333333333333333,-0.16162350165144715,-0.33184035839441817,0.015369765518581158,-0.10815234190965234,0.5833333333333334,0.4166666666666667,0.16666666666666666,FAIL
1.5,28,-2.335114210407979,-2.3125672616660227,0.022546948741956285,12,1,0.08333333333333333,-0.21063514700693403,-0.37580397200409055,0.01379455114670819,-0.2398484581291157,0.25,0.25,0.0,FAIL
1.75,32,-1.9829215347072107,-1.9358563541866611,0.04706518052054953,12,12,1.0,0.13220372832864752,0.002527485541931107,0.19011388619298006,0.07703716324646864,1.0,1.0,1.0,PASS
1.75,15,-2.6179315353575596,-2.608660324835006,0.009271210522553641,12,11,0.9166666666666666,0.2147247159161163,-0.03166206831940538,0.5082794465608157,0.13497593411816045,0.9166666666666666,1.0,0.9166666666666666,PASS
1.75,14,-2.6330883527449487,-2.6179315353575596,0.015156817387389054,12,9,0.75,0.19655747403009866,-0.05186108636797997,0.4211299444520967,0.18556611393907896,1.0,0.9166666666666666,0.9166666666666666,PASS
1.75,22,-2.4394258353141094,-2.427337800701594,0.012088034612515397,12,9,0.75,0.1251120277604163,-0.2804164303452461,0.493510758730196,0.13134904750895784,0.9166666666666666,0.8333333333333334,0.75,PASS
1.75,12,-2.6672178497236625,-2.6463985676251025,0.020819282098559988,12,9,0.75,0.0934222716229892,-0.30404269396819,0.5257971556832362,0.09838216891735387,1.0,0.75,0.75,PASS
1.75,0,-3.2438510574020714,-3.209164564624758,0.034686492777313394,12,9,0.75,0.03901113631911457,-0.21586273189847505,0.19557521219331508,-0.00390596168691959,0.5,0.9166666666666666,0.4166666666666667,PASS
1.75,18,-2.5062662279688888,-2.5006518377186695,0.005614390250219259,12,8,0.6666666666666666,0.04950885543291855,-0.1919793616541634,0.31421144310682836,-0.042767901731326635,0.5833333333333334,0.75,0.4166666666666667,FAIL
1.75,20,-2.4770649581736524,-2.4706647668734782,0.006400191300174107,12,7,0.5833333333333334,0.0682925932453109,-0.31991254657933516,0.1656079219144003,-0.0012361174111223117,0.75,0.75,0.5,FAIL
1.75,19,-2.5006518377186695,-2.4770649581736524,0.023586879545017148,12,7,0.5833333333333334,0.048605045078731576,-0.16837507707390442,0.2899032939333997,0.04459406577851471,0.6666666666666666,0.75,0.5,FAIL
1.75,13,-2.6463985676251025,-2.6330883527449487,0.013310214880153826,12,7,0.5833333333333334,0.04709900109589278,-0.18169635723245053,0.3298528763668691,0.02877864274610925,0.5,1.0,0.5,FAIL
1.75,34,-1.616716544303736,-1.6166893759147076,2.7168389028275897e-05,12,7,0.5833333333333334,0.027348609816190195,-0.11418944923084218,0.11295172419938743,-0.026864137098906837,0.25,0.0,0.0,FAIL
1.75,6,-2.775193480418292,-2.738429801674338,0.03676367874395403,12,7,0.5833333333333334,0.01730592785078744,-0.3131265005187121,0.2286321079746903,-0.025335621742330727,0.8333333333333334,0.5,0.4166666666666667,FAIL
1.75,3,-3.155488277089796,-3.134551330560637,0.020936946529158895,12,6,0.5,0.007566658744339885,-0.44756471907954953,0.312070611945016,-0.0904426800641503,0.3333333333333333,0.75,0.25,FAIL
1.75,2,-3.1726407000178822,-3.155488277089796,0.017152422928086164,12,6,0.5,0.0068494153989806655,-0.5293764284909057,0.292483427487893,0.01958928652315442,0.6666666666666666,0.6666666666666666,0.5,FAIL
1.75,11,-2.6682140018473146,-2.6672178497236625,0.0009961521236521165,12,6,0.5,-0.01223356947808607,-0.29236063401513857,0.27480534139387486,-0.03903896980102514,0.8333333333333334,0.5,0.4166666666666667,FAIL
1.75,21,-2.4706647668734782,-2.4394258353141094,0.031238931559368854,12,5,0.4166666666666667,-0.04358928092800876,-0.23696954998730949,0.13137099621718543,-0.027951205622860492,0.5833333333333334,0.75,0.4166666666666667,FAIL
1.75,24,-2.423074104754663,-2.4220104198334895,0.001063684921173369,12,5,0.4166666666666667,-0.04601776582432458,-0.1535744093228007,0.1819775229252932,-0.043263573997045945,0.6666666666666666,0.6666666666666666,0.3333333333333333,FAIL
1.75,7,-2.738429801674338,-2.7135229131897596,0.02490688848457845,12,5,0.4166666666666667,-0.06919947354037925,-0.28815731108593967,0.20894450323063482,-0.1240873600827174,0.75,0.3333333333333333,0.3333333333333333,FAIL
1.75,8,-2.7135229131897596,-2.6864285544613287,0.027094358728430912,12,4,0.3333333333333333,-0.032428068209841135,-0.19557521219331508,0.27025260928556344,-0.03633311722336406,0.3333333333333333,1.0,0.3333333333333333,FAIL
1.75,28,-2.2805969665692833,-2.2718576109635693,0.008739355605714039,12,4,0.3333333333333333,-0.0409401157937842,-0.47006122526733757,0.09040641164434982,-0.09628028423790486,0.75,0.3333333333333333,0.3333333333333333,FAIL
1.75,9,-2.6864285544613287,-2.6734352153552026,0.0129933391061261,12,4,0.3333333333333333,-0.09031368339045967,-0.27757482051766014,0.12238057595930874,-0.13165540608897633,0.3333333333333333,0.5833333333333334,0.25,FAIL
1.75,4,-3.134551330560637,-3.116621562422937,0.017929768137700197,12,4,0.3333333333333333,-0.09632049200591594,-0.33441208472729844,0.1653347104563984,-0.0848534973688704,0.5833333333333334,0.8333333333333334,0.4166666666666667,FAIL
1.75,10,-2.6734352153552026,-2.6682140018473146,0.005221213507887956,12,4,0.3333333333333333,-0.15233405895609264,-0.5355635925154774,0.23755220335787935,-0.12736613207954664,0.75,0.25,0.25,FAIL
1.75,30,-2.1163326906304625,-2.0906623035796876,0.025670387050774846,12,3,0.25,-0.09081445831147736,-0.31725760744656073,0.09928721017683775,-0.11774295897348841,0.75,0.3333333333333333,0.16666666666666666,FAIL
1.75,1,-3.209164564624758,-3.1726407000178822,0.03652386460687573,12,3,0.25,-0.17425432394170082,-0.6759014057060757,0.390291616576912,-0.2821096774906057,0.8333333333333334,0.16666666666666666,0.16666666666666666,FAIL
1.75,26,-2.34281368446569,-2.336326745646896,0.00648693881879403,12,2,0.16666666666666666,-0.12015932723778203,-0.3997513456822474,0.19633739683628956,-0.18104250067320607,0.5,0.5,0.25,FAIL
1.75,23,-2.427337800701594,-2.423074104754663,0.004263695946931101,12,1,0.08333333333333333,-0.17351024050685634,-0.4361579656115817,0.09403231953478014,-0.15091314681135512,0.4166666666666667,0.75,0.25,FAIL
1.75,16,-2.608660324835006,-2.596026185252958,0.012634139582047954,12,0,0.0,-0.18195960765749383,-0.34396279264535756,-0.04859391378038158,-0.223969510808758,0.5833333333333334,0.4166666666666667,0.08333333333333333,FAIL
2.0,32,-1.8406283843369051,-1.8176139289137019,0.02301445542320324,12,12,1.0,0.09306820386198299,0.004445300558600818,0.16487548310531341,0.07468503544849553,0.9166666666666666,1.0,0.9166666666666666,PASS
2.0,14,-2.4711853876458565,-2.465999215337116,0.0051861723087403,12,11,0.9166666666666666,0.2144475367763614,-0.23651567534291157,0.44527972716688063,0.20762177878711455,0.9166666666666666,1.0,0.9166666666666666,PASS
2.0,15,-2.465999215337116,-2.459862885933599,0.006136329403517049,12,10,0.8333333333333334,0.1476408931729298,-0.10295953401881247,0.36374330226092,0.09428629537313904,0.9166666666666666,0.9166666666666666,0.8333333333333334,PASS
2.0,12,-2.4894370436818596,-2.476762286223733,0.012674757458126518,12,9,0.75,0.23729099174891363,-0.2477720881104954,0.3405316163741097,0.2360892400087108,0.8333333333333334,0.9166666666666666,0.75,PASS
2.0,10,-2.4978827612765047,-2.4907404839056673,0.007142277370837391,12,9,0.75,0.11890785710917,-0.13256429678281256,0.5139331077641777,0.12569063981453715,0.8333333333333334,0.8333333333333334,0.75,PASS
2.0,11,-2.4907404839056673,-2.4894370436818596,0.0013034402238076837,12,8,0.6666666666666666,0.19618747509742412,-0.09540712965348147,0.3500448410011384,0.14431789231288794,0.8333333333333334,0.8333333333333334,0.6666666666666666,FAIL
2.0,26,-2.230327558969665,-2.2280884275901287,0.002239131379536463,12,7,0.5833333333333334,0.07814884903717892,-0.4135078634151362,0.22822248798954414,0.06377030104452215,0.75,0.8333333333333334,0.6666666666666666,FAIL
2.0,27,-2.2280884275901287,-2.2034185646279205,0.02466986296220819,12,7,0.5833333333333334,0.07539377849968842,-0.3803418496093801,0.17194167420569684,0.01660648213037766,0.9166666666666666,0.75,0.6666666666666666,FAIL
2.0,21,-2.3439018722895884,-2.312900637091396,0.031001235198192312,12,7,0.5833333333333334,0.04178718357042077,-0.20049841046931585,0.24089709113451813,0.03889570129604969,0.75,0.8333333333333334,0.5833333333333334,FAIL
2.0,3,-3.003134726579533,-2.9942406872641554,0.0088940393153778,12,7,0.5833333333333334,0.040243461484847864,-0.37335847525723465,0.42034584660061536,-0.0051075088085549974,0.5,0.9166666666666666,0.5,FAIL
2.0,2,-3.0114909835642476,-3.003134726579533,0.008356256984714427,12,7,0.5833333333333334,0.03359074364391765,-0.6014787832034892,0.49289670275203623,0.02817440687693512,0.5833333333333334,0.9166666666666666,0.5833333333333334,FAIL
2.0,20,-2.3462584345704287,-2.3439018722895884,0.0023565622808403575,12,7,0.5833333333333334,0.02843574190300284,-0.3403649738935925,0.2803027404719732,0.09472975033309831,0.8333333333333334,0.6666666666666666,0.5833333333333334,FAIL
2.0,19,-2.3551368090581826,-2.3462584345704287,0.00887837448775386,12,6,0.5,0.019612693099286815,-0.22125174419990368,0.34040098360691196,0.048815607437409314,0.5833333333333334,1.0,0.5833333333333334,FAIL
2.0,24,-2.307635011227305,-2.3073988724173202,0.00023613880998496484,12,6,0.5,-0.02060420760469564,-0.24641789175274526,0.09746378597823441,-0.03238068193319543,0.6666666666666666,0.75,0.4166666666666667,FAIL
2.0,13,-2.476762286223733,-2.4711853876458565,0.005576898577876577,12,6,0.5,-0.028548730333346456,-0.37061786790132734,0.37702872918182345,-0.05579009809088918,0.5,0.9166666666666666,0.5,FAIL
2.0,28,-2.2034185646279205,-2.2004656109767704,0.002952953651150114,12,5,0.4166666666666667,-0.003727250894514561,-0.24055081692528169,0.057777075231014496,-0.018132316638628854,0.75,0.3333333333333333,0.3333333333333333,FAIL
2.0,22,-2.312900637091396,-2.3090969004111574,0.0038037366802385897,12,5,0.4166666666666667,-0.01642395003842345,-0.37784888408524836,0.34550165191703663,-0.025087756014488732,0.75,0.5,0.4166666666666667,FAIL
2.0,0,-3.0443312696498723,-3.028426311733687,0.015904957916185403,12,5,0.4166666666666667,-0.024155586136255874,-0.15341069695758858,0.11905615947906212,-0.020229975762000918,0.4166666666666667,0.9166666666666666,0.3333333333333333,FAIL
2.0,30,-1.9769590706863593,-1.9711192560707438,0.005839814615615557,12,5,0.4166666666666667,-0.028768657821891364,-0.37215188665381305,0.18361843287767415,-0.005830121058804455,0.75,0.6666666666666666,0.5,FAIL
2.0,4,-2.9942406872641554,-2.9866322688933664,0.007608418370788961,12,5,0.4166666666666667,-0.07474764031422707,-0.45447286268198683,0.22756006358858405,0.025761685330426665,0.5833333333333334,0.8333333333333334,0.5833333333333334,FAIL
2.0,7,-2.5332845461284217,-2.515421656153186,0.017862889975235774,12,4,0.3333333333333333,-0.05513450166568194,-0.2534375296435195,0.21901664099317997,-0.06393556062325118,0.8333333333333334,0.3333333333333333,0.25,FAIL
2.0,18,-2.3573833242268307,-2.3551368090581826,0.0022465151686481555,12,4,0.3333333333333333,-0.09717033562945067,-0.5164268239697849,0.2346968392497763,-0.07458129263570212,0.3333333333333333,0.8333333333333334,0.25,FAIL
2.0,6,-2.5489017157708633,-2.5332845461284217,0.015617169642441642,12,3,0.25,-0.054419535291229754,-0.21608804330481227,0.12147978045421537,-0.01951578534231635,0.75,0.4166666666666667,0.4166666666666667,FAIL
2.0,9,-2.500719282745216,-2.4978827612765047,0.0028365214687111617,12,3,0.25,-0.056213318088793374,-0.42892006244151576,0.08651803773261052,-0.09520335317865586,0.3333333333333333,0.75,0.25,FAIL
2.0,1,-3.028426311733687,-3.0114909835642476,0.016935328169439323,12,3,0.25,-0.1852251104383827,-0.47819533740165815,0.15098400782961188,-0.2909112242208487,0.6666666666666666,0.25,0.25,FAIL
2.0,8,-2.515421656153186,-2.500719282745216,0.014702373407970093,12,3,0.25,-0.2015240289751356,-0.4790028447450047,0.28867815752149467,-0.14924593844329823,0.25,0.75,0.25,FAIL
2.0,34,-1.5006653119614082,-1.5006636250131076,1.6869483006054509e-06,12,2,0.16666666666666666,-0.045182599222945624,-0.09835651721132324,0.04959721870189859,-0.026091428281040774,0.16666666666666666,0.0,0.0,FAIL
2.0,16,-2.459862885933599,-2.4540758428723213,0.005787043061277863,12,2,0.16666666666666666,-0.09364396021526389,-0.5229333057750832,0.19365222253285053,-0.11402774040293912,0.6666666666666666,0.4166666666666667,0.25,FAIL
2.0,23,-2.3090969004111574,-2.307635011227305,0.0014618891838522607,12,2,0.16666666666666666,-0.170948326667049,-0.3198383622559981,0.3160441757412852,-0.15184373685340724,0.3333333333333333,0.5833333333333334,0.16666666666666666,FAIL
2.5,30,-1.708744061644193,-1.7084927659021538,0.00025129574203908156,12,12,1.0,0.1340992250516782,0.010861496837408446,0.4142309264697865,0.12893693435266035,1.0,1.0,1.0,PASS
2.5,12,-2.220072720961975,-2.2158085168051564,0.004264204156818607,12,11,0.9166666666666666,0.3031185600719925,-0.10983809676340806,0.490309544906938,0.2551566542859261,0.9166666666666666,0.9166666666666666,0.8333333333333334,PASS
