geometry_angstrom,eigenpair_index,gap_hartree,valid_seed_units,robust_positive_units,robust_positive_rate,prominence_positive_units,prominence_positive_rate,median_robust_delta_c,median_prominence,min_prominence,max_prominence,dephasing_positive_rate,transverse_positive_rate,status
1.25,15,0.038939632722089446,12,11,0.9166666666666666,9,0.75,0.12710100347287961,0.0980837732917155,-0.2118089418990307,0.336504398861576,0.9166666666666666,1.0,PASS
1.25,16,0.04716313120793192,12,8,0.6666666666666666,8,0.6666666666666666,0.14840980613876548,0.14546836522653672,-0.2114920963151372,0.3748857305543898,0.8333333333333334,0.8333333333333334,FAIL
1.25,13,0.045068199908041784,12,8,0.6666666666666666,8,0.6666666666666666,0.18492627423438207,0.1379262231946356,-0.49477676515669644,0.35893059873356414,0.9166666666666666,0.75,FAIL
1.25,10,0.008156130036746756,12,8,0.6666666666666666,10,0.8333333333333334,0.1816111248997076,0.10017659564440035,-0.0674734223643858,0.47565569009111963,0.9166666666666666,0.75,FAIL
1.25,18,0.027919531658344265,12,7,0.5833333333333334,7,0.5833333333333334,0.11570516299009612,0.07641416845201561,-0.2791602841030655,0.37938458297941713,0.9166666666666666,0.6666666666666666,FAIL
1.25,25,0.028019127441633707,12,8,0.6666666666666666,7,0.5833333333333334,0.10229858735759981,0.05075720536548857,-0.5676683027424093,0.3405198554016692,0.9166666666666666,0.6666666666666666,FAIL
1.25,24,0.007090225166503483,12,6,0.5,6,0.5,0.0057707724755596684,0.019207477761249883,-0.39863917217667433,0.23911464791364412,0.8333333333333334,0.6666666666666666,FAIL
1.25,22,0.047878642816368444,12,7,0.5833333333333334,5,0.4166666666666667,0.01862320233312105,-0.014373175053823337,-0.12052461075680185,0.2581299617020434,0.8333333333333334,0.75,FAIL
1.25,12,9.223309466399598e-06,12,5,0.4166666666666667,5,0.4166666666666667,-0.05193456618621714,-0.021904910028640853,-0.46883977323965786,0.13742000446704108,0.75,0.6666666666666666,FAIL
1.25,2,0.0491117418947864,12,5,0.4166666666666667,4,0.3333333333333333,-0.0031022678540709725,-0.018036582030090245,-0.5363082857457964,0.11997669848247508,0.9166666666666666,0.4166666666666667,FAIL
1.25,26,0.03751118932746378,12,4,0.3333333333333333,4,0.3333333333333333,-0.0680586548283903,-0.040747509972322744,-0.31068035715292164,0.1606714625175344,0.5833333333333334,0.5833333333333334,FAIL
1.25,23,0.048823448867126196,12,4,0.3333333333333333,5,0.4166666666666667,-0.05352179480376246,-0.04418178599253853,-0.32822660122461733,0.3157008151339108,0.75,0.5,FAIL
1.25,5,0.036809766144552114,12,7,0.5833333333333334,4,0.3333333333333333,0.037718197702438755,-0.06245361305935964,-0.3529560968016002,0.24281409453042183,1.0,0.5833333333333334,FAIL
1.25,9,0.027581511840466977,12,8,0.6666666666666666,3,0.25,0.030485143179027424,-0.10937092040339663,-0.36576465495615745,0.18770804797636487,0.8333333333333334,0.8333333333333334,FAIL
1.25,34,0.008255306205091628,12,2,0.16666666666666666,8,0.6666666666666666,-0.01021610473723017,0.035944576153358596,-0.09149270182084981,0.11716256801079025,0.3333333333333333,0.3333333333333333,FAIL
1.25,20,0.041991565162665,12,5,0.4166666666666667,2,0.16666666666666666,-0.03579517687267314,-0.06580163613106131,-0.557898946399314,0.15497667542928023,0.6666666666666666,0.6666666666666666,FAIL
1.25,21,0.010224108110071572,12,7,0.5833333333333334,2,0.16666666666666666,0.011907017465820152,-0.09531066875650855,-0.24610872929792116,0.07240887304651071,0.75,0.6666666666666666,FAIL
1.25,7,0.013069574073560908,12,6,0.5,2,0.16666666666666666,-0.01231348089488532,-0.19978619236558298,-0.42251447223781413,0.25247154475413003,0.8333333333333334,0.5833333333333334,FAIL
1.25,31,0.03982628492407558,12,2,0.16666666666666666,4,0.3333333333333333,-0.09902507267495178,-0.2147034389594103,-0.31609574928529216,0.09628963041863348,0.75,0.25,FAIL
1.5,15,0.020055593314663778,12,11,0.9166666666666666,10,0.8333333333333334,0.1309099993465916,0.15366222374508282,-0.16786812026604497,0.3276219897779162,0.9166666666666666,1.0,PASS
1.5,11,0.017126544776376207,12,10,0.8333333333333334,10,0.8333333333333334,0.11026048751345525,0.12428709667326675,-0.1972208186671348,0.3877810597723662,1.0,0.8333333333333334,PASS
1.5,22,0.030300318392190828,12,9,0.75,9,0.75,0.06895683302209957,0.15813069457558693,-0.14984227763685393,0.29417773750191223,0.8333333333333334,0.9166666666666666,PASS
1.5,14,0.03203808624732929,12,11,0.9166666666666666,9,0.75,0.10800191605213814,0.1427490761493933,-0.12260341131889567,0.4000909774156981,0.9166666666666666,1.0,PASS
1.5,13,0.02785944657486983,12,9,0.75,9,0.75,0.12150820898381365,0.09204823279192154,-0.18260265732504777,0.4253321677315256,0.8333333333333334,0.9166666666666666,PASS
1.5,18,0.012896116040402195,12,8,0.6666666666666666,9,0.75,0.04762527222492895,0.1691198424176427,-0.14748096563690002,0.34092062197408207,0.8333333333333334,0.75,FAIL
1.5,19,0.049219171321917,12,9,0.75,8,0.6666666666666666,0.08247666226451333,0.05118059319099565,-0.3171977588317408,0.21204403621065585,0.75,1.0,FAIL
1.5,2,0.03118850385558236,12,8,0.6666666666666666,7,0.5833333333333334,0.10038066351069858,0.054565195051495125,-0.42448792896926124,0.33038861239183803,0.75,0.8333333333333334,FAIL
1.5,10,0.007977893643478673,12,7,0.5833333333333334,6,0.5,0.03663852027467662,-0.017853540402119103,-0.3620745751768829,0.3908720810627261,1.0,0.5833333333333334,FAIL
1.5,12,0.018630041522823326,12,7,0.5833333333333334,5,0.4166666666666667,0.01851563639466329,-0.01543341740527343,-0.28830679730752407,0.3376672889330544,1.0,0.5833333333333334,FAIL
1.5,24,0.0010952218557758187,12,5,0.4166666666666667,5,0.4166666666666667,-0.08122651203780282,-0.0472997279149337,-0.3160442718000551,0.37792189704483986,0.75,0.6666666666666666,FAIL
1.5,16,0.024026237668635986,12,5,0.4166666666666667,5,0.4166666666666667,-0.036272017386901806,-0.05055470796650288,-0.480904192290065,0.2190909169173197,0.5833333333333334,0.5833333333333334,FAIL
1.5,4,0.04169666429070418,12,7,0.5833333333333334,5,0.4166666666666667,0.07654175839440808,-0.06919818037791904,-0.3691025122114991,0.20690092861766554,0.6666666666666666,0.9166666666666666,FAIL
1.5,3,0.04805420501479274,12,4,0.3333333333333333,4,0.3333333333333333,-0.0727380462504076,-0.04172906406243289,-0.6376767058504574,0.2830482284602025,0.4166666666666667,0.8333333333333334,FAIL
1.5,26,0.01640323155499246,12,3,0.25,3,0.25,-0.24392853022015473,-0.25083816398611636,-0.4262525150375383,0.06937603422068339,0.4166666666666667,0.25,FAIL
1.5,20,0.01777559234431303,12,2,0.16666666666666666,3,0.25,-0.1255789704422946,-0.1038897104715082,-0.6897992990571511,0.15264328469518315,0.4166666666666667,0.5833333333333334,FAIL
1.5,23,0.01554930095985485,12,4,0.3333333333333333,2,0.16666666666666666,-0.030869477533003287,-0.1246982782884712,-0.3551385393567251,0.14139687659670913,0.4166666666666667,0.75,FAIL
1.5,9,0.020990897332497482,12,2,0.16666666666666666,2,0.16666666666666666,-0.1300290807146975,-0.2070492980452157,-0.4870271452988064,0.12956818779146972,0.75,0.3333333333333333,FAIL
1.5,21,0.018250545047848288,12,4,0.3333333333333333,1,0.08333333333333333,-0.019301332361650297,-0.1069607004475508,-0.2911205101181702,0.044834771125946,0.5,0.75,FAIL
1.5,7,0.0272942918417165,12,2,0.16666666666666666,1,0.08333333333333333,-0.10815234190964904,-0.16162350165145445,-0.3318403583944105,0.015369765518586598,0.5833333333333334,0.4166666666666667,FAIL
1.5,34,0.00044343619723541394,12,0,0.0,11,0.9166666666666666,-0.02591361691770705,0.15504290263158138,-0.06826033737831827,0.2954697351218034,0.4166666666666667,0.0,FAIL
1.5,28,0.022546948741955397,12,0,0.0,1,0.08333333333333333,-0.23984845812911781,-0.21063514700692684,-0.3758039720040901,0.013794551146716405,0.25,0.25,FAIL
1.75,32,0.047065180520551086,12,12,1.0,12,1.0,0.09956203753544468,0.138736939600289,0.05908579065229752,0.24010659502834564,1.0,1.0,PASS
1.75,12,0.020819282098559988,12,11,0.9166666666666666,11,0.9166666666666666,0.20679366147178804,0.19454503023724906,-0.12206510728325597,0.4557683334897561,1.0,0.9166666666666666,PASS
1.75,14,0.015156817387387722,12,12,1.0,10,0.8333333333333334,0.20155611704114446,0.2263835624806514,-0.15632871394292386,0.5197518671386543,1.0,1.0,PASS
1.75,15,0.009271210522554085,12,11,0.9166666666666666,10,0.8333333333333334,0.13497593411813233,0.17464246929142313,-0.03166206831941293,0.49397236190562094,0.9166666666666666,1.0,PASS
1.75,11,0.0009961521236525606,12,8,0.6666666666666666,9,0.75,0.04518606922030666,0.12619690231964112,-0.2303854508537022,0.2743103169919518,0.8333333333333334,0.75,FAIL
1.75,22,0.012088034612514065,12,9,0.75,8,0.6666666666666666,0.12306785989611645,0.11859239831098833,-0.14623290649927964,0.4605887727390503,0.9166666666666666,0.8333333333333334,FAIL
1.75,19,0.023586879545018924,12,8,0.6666666666666666,9,0.75,0.12506697960745317,0.11149985603736184,-0.20544695511683647,0.2556745790851467,0.6666666666666666,1.0,FAIL
1.75,2,0.01715242292808483,12,8,0.6666666666666666,8,0.6666666666666666,0.073284742191044,0.09121683827553646,-0.5857589170293058,0.5312871609077103,0.6666666666666666,0.9166666666666666,FAIL
1.75,18,0.005614390250219703,12,6,0.5,7,0.5833333333333334,-0.03306736415359059,0.04030220115726481,-0.27122782637713405,0.3772352622063261,0.5833333333333334,0.75,FAIL
1.75,13,0.01331021488015649,12,6,0.5,8,0.6666666666666666,0.028778642746093513,0.026182031541288675,-0.18152170530222897,0.456444624519289,0.5,0.8333333333333334,FAIL
1.75,4,0.01792976813770153,12,6,0.5,6,0.5,-0.000521625474185522,-0.0222136542803896,-0.34711021598951736,0.17852398829124644,0.5833333333333334,0.9166666666666666,FAIL
1.75,24,0.001063684921173369,12,6,0.5,6,0.5,-0.010285070986264522,-0.027440028988420892,-0.2013909179918174,0.27840846400945285,0.6666666666666666,0.8333333333333334,FAIL
1.75,0,0.03468649277731295,12,5,0.4166666666666667,8,0.6666666666666666,-0.005764668434274978,0.026206099541461525,-0.17532415796400447,0.2513876634630286,0.5,0.9166666666666666,FAIL
1.75,6,0.036763678743954475,12,5,0.4166666666666667,5,0.4166666666666667,-0.03723737608140709,-0.044880094293750575,-0.31312650051868934,0.19981296769886997,0.8333333333333334,0.4166666666666667,FAIL
1.75,20,0.006400191300169222,12,4,0.3333333333333333,7,0.5833333333333334,-0.015071772343687756,0.014957934684875522,-0.2780137791253642,0.254062535385829,0.75,0.4166666666666667,FAIL
1.75,7,0.024906888484580225,12,4,0.3333333333333333,6,0.5,-0.1038510658659515,-0.007033655891342555,-0.2534339492614012,0.1587679332946318,0.75,0.5,FAIL
1.75,21,0.03123893155937285,12,5,0.4166666666666667,4,0.3333333333333333,-0.0239813247056824,-0.040355592400868,-0.23785669167274576,0.10255194184236519,0.5833333333333334,0.8333333333333334,FAIL
1.75,30,0.025670387050772625,12,4,0.3333333333333333,4,0.3333333333333333,-0.05661060766613349,-0.056261153438037975,-0.43294021479577616,0.2177236017304735,0.75,0.5833333333333334,FAIL
1.75,28,0.008739355605714039,12,3,0.25,5,0.4166666666666667,-0.07568713849696793,-0.0491110834227175,-0.4249698756896834,0.09368810640936358,0.75,0.25,FAIL
1.75,3,0.02093694652915712,12,3,0.25,4,0.3333333333333333,-0.13496681869955612,-0.07860981375970716,-0.5268324804078872,0.3775704479318171,0.3333333333333333,0.8333333333333334,FAIL
1.75,10,0.005221213507887512,12,3,0.25,3,0.25,-0.1714742554157528,-0.20984957546431837,-0.4522410924683308,0.3777174316160216,0.75,0.25,FAIL
1.75,8,0.0270943587284318,12,3,0.25,2,0.16666666666666666,-0.07167537241166891,-0.049080924165761486,-0.2540315620559862,0.21579671746557044,0.3333333333333333,0.8333333333333334,FAIL
1.75,1,0.03652386460687662,12,2,0.16666666666666666,3,0.25,-0.27071355641112,-0.17107878159027454,-0.42597727569333455,0.18725000723386165,0.8333333333333334,0.16666666666666666,FAIL
1.75,16,0.012634139582048398,12,2,0.16666666666666666,1,0.08333333333333333,-0.1471951780081298,-0.15761973129474827,-0.3559671282246971,0.22391285964838623,0.5833333333333334,0.4166666666666667,FAIL
1.75,23,0.004263695946931989,12,3,0.25,1,0.08333333333333333,-0.1885750463224385,-0.18775621802719142,-0.637814413044279,0.3036283241643686,0.4166666666666667,0.6666666666666666,FAIL
1.75,34,2.7168389029608164e-05,12,0,0.0,6,0.5,-0.02673554229570685,-0.0065718181305495504,-0.06783749426128904,0.10655687449369894,0.25,0.0,FAIL
1.75,9,0.012993339106122104,12,0,0.0,1,0.08333333333333333,-0.1847061368236199,-0.16357929230831855,-0.38223813802410833,0.03915971267092677,0.3333333333333333,0.25,FAIL
1.75,26,0.006486938818796251,12,0,0.0,2,0.16666666666666666,-0.17525746352470642,-0.16597072832951318,-0.298317568365124,0.03889020222101802,0.5,0.08333333333333333,FAIL
2.0,14,0.0051861723087403,12,11,0.9166666666666666,11,0.9166666666666666,0.20762177878712146,0.214447536776614,-0.2365156753428439,0.4452797271669321,0.9166666666666666,1.0,PASS
2.0,32,0.023014455423202795,12,11,0.9166666666666666,12,1.0,0.07468503544850136,0.09306820386200627,0.004445300558616916,0.16487548310533023,0.9166666666666666,1.0,PASS
2.0,15,0.006136329403515273,12,10,0.8333333333333334,10,0.8333333333333334,0.09428629537313005,0.1476408931729291,-0.10295953401881092,0.36374330226089324,0.9166666666666666,0.9166666666666666,PASS
2.0,12,0.012674757458126962,12,9,0.75,9,0.75,0.2360892400087061,0.23729099174900994,-0.24777208811040335,0.3405316163741664,0.8333333333333334,0.9166666666666666,PASS
2.0,10,0.007142277370835615,12,9,0.75,9,0.75,0.1256906398144687,0.1189078571091499,-0.13256429678312637,0.5139331077642892,0.8333333333333334,0.8333333333333334,PASS
2.0,11,0.0013034402238076837,12,8,0.6666666666666666,8,0.6666666666666666,0.14431789231288622,0.19618747509760648,-0.0954071296535452,0.3500448410011342,0.8333333333333334,0.8333333333333334,FAIL
2.0,26,0.002239131379536463,12,8,0.6666666666666666,7,0.5833333333333334,0.06377030104453546,0.07814884903735181,-0.41350786341496043,0.2282224879895429,0.75,0.8333333333333334,FAIL
2.0,27,0.02466986296220819,12,8,0.6666666666666666,7,0.5833333333333334,0.016606482130356315,0.0753937784997912,-0.38034184960943135,0.17194167420565876,0.9166666666666666,0.75,FAIL
2.0,21,0.031001235198194976,12,7,0.5833333333333334,7,0.5833333333333334,0.038895701296007584,0.04178718357041844,-0.2004984104693545,0.24089709113449984,0.75,0.8333333333333334,FAIL
2.0,2,0.008356256984712207,12,7,0.5833333333333334,7,0.5833333333333334,0.028174406876898483,0.033590743643803433,-0.6014787832034457,0.49289670275220554,0.5833333333333334,0.9166666666666666,FAIL
2.0,20,0.002356562280837249,12,7,0.5833333333333334,7,0.5833333333333334,0.09472975033309411,0.028435741903127795,-0.3403649738935356,0.2803027404721197,0.8333333333333334,0.6666666666666666,FAIL
2.0,3,0.008894039315378688,12,6,0.5,7,0.5833333333333334,-0.00510750880884718,0.04024346148479033,-0.3733584752572939,0.42034584660019414,0.5,0.9166666666666666,FAIL
2.0,19,0.008878374487754748,12,7,0.5833333333333334,6,0.5,0.048815607437306285,0.019612693099210765,-0.22125174420006205,0.3404009836070733,0.5833333333333334,1.0,FAIL
2.0,13,0.005576898577876577,12,6,0.5,6,0.5,-0.055790098090893414,-0.028548730333215297,-0.3706178679012211,0.3770287291819079,0.5,0.9166666666666666,FAIL
2.0,22,0.0038037366802363692,12,5,0.4166666666666667,5,0.4166666666666667,-0.025087756014291224,-0.01642395003843984,-0.37784888408477907,0.34550165191677024,0.75,0.5,FAIL
2.0,24,0.00023613880998496484,12,5,0.4166666666666667,6,0.5,-0.03238068193332505,-0.02060420760484702,-0.2464178917527079,0.09746378597824712,0.6666666666666666,0.75,FAIL
2.0,30,0.005839814615615779,12,6,0.5,5,0.4166666666666667,-0.0058301210588035945,-0.028768657821886284,-0.3721518866538268,0.18361843287765683,0.75,0.6666666666666666,FAIL
2.0,4,0.007608418370792069,12,7,0.5833333333333334,5,0.4166666666666667,0.025761685330393358,-0.07474764031418815,-0.4544728626818833,0.2275600635886088,0.5833333333333334,0.8333333333333334,FAIL
2.0,28,0.002952953651150114,12,4,0.3333333333333333,5,0.4166666666666667,-0.01813231663862208,-0.0037272508944894145,-0.24055081692512797,0.057777075231083774,0.75,0.3333333333333333,FAIL
2.0,0,0.015904957916187623,12,4,0.3333333333333333,5,0.4166666666666667,-0.02022997576200425,-0.024155586136264534,-0.1534106969574912,0.11905615947906645,0.4166666666666667,0.9166666666666666,FAIL
2.0,6,0.01561716964244031,12,5,0.4166666666666667,3,0.25,-0.01951578534231735,-0.05441953529128579,-0.21608804330482664,0.12147978045437385,0.75,0.4166666666666667,FAIL
2.0,7,0.01786288997523977,12,3,0.25,4,0.3333333333333333,-0.06393556062324637,-0.05513450166563216,-0.25343752964373434,0.21901664099326257,0.8333333333333334,0.3333333333333333,FAIL
2.0,9,0.0028365214687111617,12,3,0.25,3,0.25,-0.09520335317860595,-0.056213318088788176,-0.42892006244138414,0.08651803773259475,0.3333333333333333,0.75,FAIL
2.0,18,0.0022465151686494877,12,3,0.25,4,0.3333333333333333,-0.07458129263570736,-0.09717033562937212,-0.5164268239699039,0.2346968392498219,0.3333333333333333,0.8333333333333334,FAIL
2.0,1,0.016935328169437103,12,3,0.25,3,0.25,-0.29091122422085425,-0.18522511043861722,-0.47819533740167686,0.15098400782976507,0.6666666666666666,0.25,FAIL
2.0,8,0.014702373407967428,12,3,0.25,3,0.25,-0.14924593844333425,-0.2015240289751834,-0.4790028447450166,0.28867815752147463,0.25,0.75,FAIL
2.0,16,0.00578704306127964,12,3,0.25,2,0.16666666666666666,-0.11402774040288283,-0.09364396021532456,-0.5229333057749619,0.1936522225328949,0.6666666666666666,0.4166666666666667,FAIL
2.0,23,0.0014618891838513726,12,2,0.16666666666666666,2,0.16666666666666666,-0.15184373685339114,-0.1709483266669887,-0.3198383622559497,0.3160441757413251,0.3333333333333333,0.5833333333333334,FAIL
2.0,34,1.6869482994952278e-06,12,0,0.0,2,0.16666666666666666,-0.026091428281040663,-0.045182599222964415,-0.09835651721137806,0.04959721870201872,0.16666666666666666,0.0,FAIL
2.5,30,0.00025129574203908156,12,12,1.0,12,1.0,0.12893693435266093,0.1340992250516775,0.010861496838430962,0.41423092646990867,1.0,1.0,PASS
2.5,12,0.004264204156817719,12,10,0.8333333333333334,11,0.9166666666666666,0.2551566542865856,0.30311856007255106,-0.10983809676453304,0.4903095449095384,0.9166666666666666,0.9166666666666666,PASS
2.5,32,0.0047967948109823855,12,10,0.8333333333333334,9,0.75,0.041978993750447224,0.04195767724040744,-0.06672003368298784,0.1912064180095659,0.8333333333333334,1.0,PASS
2.5,11,7.916574396737985e-05,12,10,0.8333333333333334,8,0.6666666666666666,0.10996711044931222,0.11624382012966472,-0.16076311953644712,0.45753321518373025,1.0,0.8333333333333334,FAIL
2.5,26,0.0001640657816146529,12,8,0.6666666666666666,8,0.6666666666666666,0.1012392963799428,0.07686821430002302,-0.2722544004394296,0.3490536026259963,0.75,0.75,FAIL
2.5,13,4.644391460351116e-05,12,9,0.75,8,0.6666666666666666,0.07695735334051898,0.07143649225862561,-0.41497231404091256,0.45036594505640626,0.75,1.0,FAIL
2.5,21,0.01613432957672467,12,10,0.8333333333333334,8,0.6666666666666666,0.10963478822357098,0.05621497981842676,-0.30462073035421683,0.48400584371272537,0.9166666666666666,0.9166666666666666,FAIL
2.5,3,0.0015305544950359184,12,7,0.5833333333333334,7,0.5833333333333334,0.05695960723734969,0.07786420135592106,-0.6601524927313008,0.4896777312490811,0.5833333333333334,0.9166666666666666,FAIL
2.5,14,0.0007845694287977878,12,7,0.5833333333333334,9,0.75,0.05145722308708964,0.06047638341515647,-0.17117806792249324,0.3384092776467269,0.5833333333333334,1.0,FAIL
2.5,15,0.0023406519310236185,12,6,0.5,9,0.75,0.07811809394241873,0.15479407836531806,-0.306193853219666,0.31703601955429217,0.8333333333333334,0.5833333333333334,FAIL
2.5,24,5.137289832912728e-05,12,6,0.5,7,0.5833333333333334,-0.006625830429470014,0.042883173406199265,-0.14445301775453395,0.1595848764789281,0.75,0.5833333333333334,FAIL
2.5,20,0.0003490839010371616,12,6,0.5,7,0.5833333333333334,0.0032271959789530458,0.032598749845203195,-0.3674554183547032,0.3601952303603125,0.6666666666666666,0.75,FAIL
2.5,27,0.004368244056217385,12,7,0.5833333333333334,6,0.5,0.06568351706074227,0.028483311327015814,-0.7022471794095779,0.44095013451358,0.8333333333333334,0.6666666666666666,FAIL
2.5,22,0.00017663901689601857,12,6,0.5,6,0.5,0.0035536876663539996,0.006588267190990177,-0.39251986899899227,0.5077980891718863,0.75,0.6666666666666666,FAIL
2.5,23,0.00015988185775261954,12,6,0.5,6,0.5,0.02521322180443264,-0.04998386291284718,-0.3462501316325967,0.4443993289198934,0.5833333333333334,0.9166666666666666,FAIL
2.5,2,0.0015998002718826676,12,5,0.4166666666666667,8,0.6666666666666666,-0.04802203605643937,0.07469864626533299,-0.6331098456096613,0.3864387582342654,0.4166666666666667,0.8333333333333334,FAIL
2.5,4,0.0013127707860576265,12,5,0.4166666666666667,5,0.4166666666666667,-0.052280696506751656,-0.03157106410883978,-0.4657586867417569,0.26314135789802195,0.6666666666666666,0.5833333333333334,FAIL
2.5,7,0.005831996271250528,12,6,0.5,5,0.4166666666666667,-0.0020633821430661725,-0.03821517661386867,-0.24254964167952664,0.19599450558008835,1.0,0.5,FAIL
2.5,9,0.0018351915926135831,12,5,0.4166666666666667,5,0.4166666666666667,-0.036998623333629604,-0.06780960377871217,-0.2590872125812729,0.1685844690772983,0.5,0.9166666666666666,FAIL
2.5,0,0.002911598823560624,12,4,0.3333333333333333,8,0.6666666666666666,-0.03929885827378016,0.07450106444568366,-0.2561172671763988,0.20366976963589267,0.3333333333333333,0.8333333333333334,FAIL
2.5,10,0.002807728698413836,12,3,0.25,6,0.5,-0.07526797931384696,-0.039278912436675945,-0.35420564984455105,0.2894307791828667,0.75,0.25,FAIL
2.5,16,0.0007659345180281996,12,3,0.25,3,0.25,-0.07835040173044716,-0.0714416201270198,-0.2867027948927105,0.20896667787992745,0.4166666666666667,0.75,FAIL
2.5,18,0.000335516375360001,12,3,0.25,4,0.3333333333333333,-0.13226015979439115,-0.1007925845575188,-0.6133252105402608,0.1309510827887238,0.25,0.8333333333333334,FAIL
2.5,6,0.0023826536422579814,12,2,0.16666666666666666,5,0.4166666666666667,-0.050180407821117434,-0.005412328374400588,-0.16322163612813279,0.12343511090139114,0.3333333333333333,0.16666666666666666,FAIL
2.5,19,0.000628337867053741,12,3,0.25,2,0.16666666666666666,-0.13596189579065557,-0.18468233298864897,-0.570574526547841,0.15864306815758444,0.25,1.0,FAIL
