geometry_angstrom,seed,eigenpair_index,gap_hartree,delta_c_dephasing,delta_c_transverse,robust_delta_c,local_background,prominence,positive_robust,positive_prominence
0.75,25043003,2,0.048564618269860915,0.4357997290566641,-0.1750514279700714,-0.1750514279700714,0.11416368700757966,-0.28921511497765107,False,False
0.75,25043003,8,0.049178597198276996,0.10265623644777705,0.059585163381232015,0.059585163381232015,-0.0031546086680720453,0.06273977204930406,True,True
0.75,25043003,11,0.008884626414053187,0.6369491702757012,-0.19358818093297653,-0.19358818093297653,0.1504694216746105,-0.344057602607587,False,False
0.75,25043003,12,0.04282415001360329,0.3808877369346818,0.1687422106339273,0.1687422106339273,-0.05602108878975706,0.22476329942368437,True,True
0.75,25043003,15,0.0015124697447248536,0.2090685002893391,0.44519419416952505,0.2090685002893391,-0.050858918936547315,0.2599274192258864,True,True
0.75,25043003,19,0.033308491914871396,0.2657362395201901,0.0918703430598819,0.0918703430598819,0.16864388864584234,-0.07677354558596045,True,False
0.75,25043003,22,0.021934453419186095,0.3918057758908745,-0.05602108878975706,-0.05602108878975706,-0.05042098510067117,-0.005600103689085895,False,False
0.75,25043003,26,0.04145714039449899,-0.34089661223099776,0.32632239282079034,-0.34089661223099776,-0.053221036945214115,-0.28767557528578364,False,False
0.75,25043003,27,0.025048780902962253,0.2207106501429975,0.16864388864584234,0.16864388864584234,0.0918703430598819,0.07677354558596045,True,True
0.75,25043003,30,0.03656162528960172,0.20037931674809817,-0.05042098510067117,-0.05042098510067117,-0.19845885051037743,0.14803786540970626,False,True
0.75,25043004,2,0.048564618269860915,0.183563345223264,0.1163367384510195,0.1163367384510195,-0.13392346792903903,0.2502602063800585,True,True
0.75,25043004,8,0.049178597198276996,0.17736010056432466,0.03368085198666371,0.03368085198666371,-0.09259552469686114,0.12627637668352484,True,True
0.75,25043004,11,0.008884626414053187,0.5293293304261559,-0.17792712229852597,-0.17792712229852597,0.07575294737903253,-0.2536800696775585,False,False
0.75,25043004,12,0.04282415001360329,0.35776836316052446,-0.30152778784474177,-0.30152778784474177,0.03368085198666371,-0.3352086398314055,False,False
0.75,25043004,15,0.0015124697447248536,0.3155557629065797,0.2324524947628484,0.2324524947628484,-0.12943686115165465,0.36188935591450305,True,True
0.75,25043004,19,0.033308491914871396,0.07452264380334339,-0.08094660000478335,-0.08094660000478335,0.08262261658156633,-0.16356921658634968,False,False
0.75,25043004,22,0.021934453419186095,0.34879086392626635,-0.048751689168287204,-0.048751689168287204,-0.07683542378824076,0.02808373461995356,False,True
0.75,25043004,26,0.04145714039449899,0.11703505998936897,0.23994549519005207,0.11703505998936897,-0.06279355647826398,0.17982861646763296,True,True
0.75,25043004,27,0.025048780902962253,0.2783306249898804,0.08262261658156633,0.08262261658156633,-0.08094660000478335,0.16356921658634968,True,True
0.75,25043004,30,0.03656162528960172,0.07391805196597886,-0.07683542378824076,-0.07683542378824076,0.034141685410540884,-0.11097710919878165,False,False
0.75,25043005,2,0.048564618269860915,0.05658987242769142,-0.28094721458689104,-0.28094721458689104,-0.028225320053108266,-0.2527218945337828,False,False
0.75,25043005,8,0.049178597198276996,0.3934259558215152,0.02005495758842063,0.02005495758842063,-0.1787264061407641,0.19878136372918473,True,True
0.75,25043005,11,0.008884626414053187,0.17784381502286933,0.022663253761445012,0.022663253761445012,-0.034861372638556765,0.05752462640000178,True,True
0.75,25043005,12,0.04282415001360329,0.47953468559822443,-0.07650559769463716,-0.07650559769463716,-0.06486267124965728,-0.011642926444979884,False,False
0.75,25043005,15,0.0015124697447248536,0.47713892893478316,0.06870442725114051,0.06870442725114051,-0.05788195938340451,0.12658638663454502,True,True
0.75,25043005,19,0.033308491914871396,-0.13842717252825404,-0.04815257908431879,-0.13842717252825404,0.022663253761445012,-0.16109042628969905,False,False
0.75,25043005,22,0.021934453419186095,0.3308052287098272,-0.06486267124965728,-0.06486267124965728,-0.16691334968732555,0.10205067843766827,False,True
0.75,25043005,26,0.04145714039449899,0.3304527492954289,-0.16691334968732555,-0.16691334968732555,-0.231141048484623,0.06422769879729745,False,True
0.75,25043005,27,0.025048780902962253,-0.026731910747340493,-0.22734112284347635,-0.22734112284347635,-0.13842717252825404,-0.08891395031522231,False,False
0.75,25043005,30,0.03656162528960172,-0.3974194257195887,0.060259464614235314,-0.3974194257195887,-0.11588801046849141,-0.2815314152510973,False,False
0.75,25043006,2,0.048564618269860915,0.37313694248190055,0.15820981626283415,0.15820981626283415,0.19968508908793856,-0.04147527282510441,True,False
0.75,25043006,8,0.049178597198276996,0.5938546718454272,0.10547686319645627,0.10547686319645627,0.2260515656211275,-0.12057470242467122,True,False
0.75,25043006,11,0.008884626414053187,0.3802551332383427,0.14494776641298113,0.14494776641298113,0.11556751986400979,0.02938024654897134,True,True
0.75,25043006,12,0.04282415001360329,0.6269210735304706,0.29389331497942084,0.29389331497942084,0.10547686319645627,0.18841645178296457,True,True
0.75,25043006,15,0.0015124697447248536,0.1157580366238607,0.5102970304822099,0.1157580366238607,0.13016238475857,-0.01440434813470931,True,False
0.75,25043006,19,0.033308491914871396,0.42192595778925246,0.11537700310415888,0.11537700310415888,0.14494776641298113,-0.029570763308822245,True,False
0.75,25043006,22,0.021934453419186095,0.10950602648470054,0.06308269902472907,0.06308269902472907,0.18393909982286466,-0.12085640079813559,True,False
0.75,25043006,26,0.04145714039449899,0.5077880483004897,0.18393909982286466,0.18393909982286466,0.02942756631033422,0.15451153351253044,True,True
0.75,25043006,27,0.025048780902962253,0.5638781998759352,0.2541804738780912,0.2541804738780912,0.11537700310415888,0.1388034707739323,True,True
0.75,25043006,30,0.03656162528960172,-0.004227566404060634,0.12814026361553615,-0.004227566404060634,0.12351089942379687,-0.1277384658278575,False,False
0.75,25043007,2,0.048564618269860915,0.280302011834073,0.13315780727098203,0.13315780727098203,-0.17896343410864746,0.3121212413796295,True,True
0.75,25043007,8,0.049178597198276996,0.5587937598413336,-0.28148169362166553,-0.28148169362166553,0.028356316337676324,-0.30983800995934185,False,False
0.75,25043007,11,0.008884626414053187,0.25579528918674305,-0.0860614665241119,-0.0860614665241119,-0.010358002368601155,-0.07570346415551074,False,False
0.75,25043007,12,0.04282415001360329,-0.07644517459562938,-0.05492029945128407,-0.07644517459562938,-0.11141610569975205,0.034970931104122666,False,True
0.75,25043007,15,0.0015124697447248536,0.17216819732651373,0.30874029569863204,0.17216819732651373,-0.13947283429391397,0.31164103162042767,True,True
0.75,25043007,19,0.033308491914871396,-0.19288420206371604,0.19428629621056898,-0.19288420206371604,0.0844669527709172,-0.27735115483463324,False,False
0.75,25043007,22,0.021934453419186095,0.615774401570657,-0.11141610569975205,-0.11141610569975205,0.09882292411777438,-0.21023902981752643,False,False
0.75,25043007,26,0.04145714039449899,0.09882292411777438,0.2964178825638529,0.09882292411777438,0.08648667785231255,0.012336246265461828,True,True
0.75,25043007,27,0.025048780902962253,0.21664160090870876,0.0844669527709172,0.0844669527709172,-0.19288420206371604,0.27735115483463324,True,True
0.75,25043007,30,0.03656162528960172,0.3023604389929919,0.28438946140437715,0.28438946140437715,-0.006296590790988835,0.290686052195366,True,True
0.75,25043008,2,0.048564618269860915,0.14794091597990155,0.13649836734894638,0.13649836734894638,0.13388763260981135,0.0026107347391350344,True,True
0.75,25043008,8,0.049178597198276996,0.31903488404727737,0.22937613575879767,0.22937613575879767,0.08744874840488571,0.14192738735391197,True,True
0.75,25043008,11,0.008884626414053187,0.4551388434004758,0.27365215718925134,0.27365215718925134,0.1261364846985753,0.14751567249067604,True,True
0.75,25043008,12,0.04282415001360329,0.08372650462098008,0.03839912946082505,0.03839912946082505,0.13649836734894638,-0.09809923788812133,True,False
0.75,25043008,15,0.0015124697447248536,0.44784590019578957,0.2533871692976609,0.2533871692976609,0.13626897864437051,0.1171181906532904,True,True
0.75,25043008,19,0.033308491914871396,0.3959578702214392,-0.0011141999005103154,-0.0011141999005103154,0.2533871692976609,-0.25450136919817123,False,False
0.75,25043008,22,0.021934453419186095,0.5301996495575151,0.00012724133731661924,0.00012724133731661924,0.03839912946082505,-0.03827188812350843,True,False
0.75,25043008,26,0.04145714039449899,0.11410740436393169,-0.3144465533527433,-0.3144465533527433,0.07359651208272844,-0.38804306543547173,False,False
0.75,25043008,27,0.025048780902962253,-0.03646977110021188,0.18306833821733393,-0.03646977110021188,-0.0011141999005103154,-0.03535557119970156,False,False
0.75,25043008,30,0.03656162528960172,0.3339769459829647,0.14706578282814026,0.14706578282814026,-0.15715965600771334,0.3042254388358536,True,True
0.75,25043009,2,0.048564618269860915,0.0606940295821935,-0.12023069122936508,-0.12023069122936508,0.04962786531211928,-0.16985855654148435,False,False
0.75,25043009,8,0.049178597198276996,0.23906317727868062,0.20162034998692127,0.20162034998692127,-0.1112976552960239,0.31291800528294517,True,True
0.75,25043009,11,0.008884626414053187,0.4600515605274524,0.21905810957593724,0.21905810957593724,0.3257083917341355,-0.10665028215819827,True,False
0.75,25043009,12,0.04282415001360329,-0.06355317977163844,-0.10236461936268271,-0.10236461936268271,0.20162034998692127,-0.30398496934960395,False,False
0.75,25043009,15,0.0015124697447248536,0.16337126811699415,0.4330675684716514,0.16337126811699415,0.35355181246360706,-0.1901805443466129,True,False
0.75,25043009,19,0.033308491914871396,0.5119138813663153,0.4880455153512769,0.4880455153512769,0.16337126811699415,0.32467424723428273,True,True
0.75,25043009,22,0.021934453419186095,0.6357118983994791,0.31421301766227905,0.31421301766227905,-0.11148167338210929,0.42569469104438834,True,True
0.75,25043009,26,0.04145714039449899,-0.07307911228305664,-0.1410010123586002,-0.1410010123586002,0.10136567214008488,-0.24236668449868506,False,False
0.75,25043009,27,0.025048780902962253,0.1561294167767835,0.10508621391985407,0.10508621391985407,0.4880455153512769,-0.3829593014314228,True,False
0.75,25043009,30,0.03656162528960172,0.20774475010054083,-0.11148167338210929,-0.11148167338210929,0.08660600265183943,-0.19808767603394872,False,False
0.75,25043010,2,0.048564618269860915,0.31281883577091674,0.09846515792060906,0.09846515792060906,-0.0886187066174271,0.18708386453803616,True,True
0.75,25043010,8,0.049178597198276996,0.45865127121414545,0.07237880676952002,0.07237880676952002,-0.07557553104188258,0.1479543378114026,True,True
0.75,25043010,11,0.008884626414053187,0.6797826261975731,0.17994794483287382,0.17994794483287382,0.1027217738058824,0.07722617102699142,True,True
0.75,25043010,12,0.04282415001360329,-0.24961622000437422,-0.01075154949567414,-0.24961622000437422,0.09846515792060906,-0.3480813779249833,False,False
0.75,25043010,15,0.0015124697447248536,0.07214702171300946,0.5858460510407882,0.07214702171300946,0.1566222353658146,-0.08447521365280514,True,False
0.75,25043010,19,0.033308491914871396,0.13329652589875535,0.6263631160733918,0.13329652589875535,0.17994794483287382,-0.04665141893411848,True,False
0.75,25043010,22,0.021934453419186095,0.21131470829938803,0.3983659356795021,0.21131470829938803,-0.22686724375571488,0.4381819520551029,True,True
0.75,25043010,26,0.04145714039449899,-0.22686724375571488,-0.0047335678560063155,-0.22686724375571488,0.15463627994028506,-0.38150352369599994,False,False
0.75,25043010,27,0.025048780902962253,0.20042788032926473,0.2330272716279106,0.20042788032926473,0.13329652589875535,0.06713135443050938,True,True
0.75,25043010,30,0.03656162528960172,0.09795785158118209,0.33566930203810497,0.09795785158118209,-0.007776267728163422,0.10573411930934551,True,True
0.75,25043011,2,0.048564618269860915,0.12737687172097645,0.09148096566862163,0.09148096566862163,0.07689527721686833,0.0145856884517533,True,True
0.75,25043011,8,0.049178597198276996,-0.13286460426803168,-0.057696382091566856,-0.13286460426803168,0.18906806218519498,-0.32193266645322666,False,False
0.75,25043011,11,0.008884626414053187,0.31090285362797176,0.3459470482950525,0.31090285362797176,0.2090136438848894,0.10188920974308235,True,True
0.75,25043011,12,0.04282415001360329,0.28665515870176833,0.3434706292580623,0.28665515870176833,0.09148096566862163,0.1951741930331467,True,True
0.75,25043011,15,0.0015124697447248536,0.10162847215905524,0.22115038355869415,0.10162847215905524,0.3136508346193477,-0.21202236246029244,True,False
0.75,25043011,19,0.033308491914871396,0.3163988156107236,0.6822160185968273,0.3163988156107236,0.10162847215905524,0.21477034345166834,True,True
0.75,25043011,22,0.021934453419186095,0.5741092486383284,0.24107627845637686,0.24107627845637686,0.28665515870176833,-0.04557888024539147,True,False
0.75,25043011,26,0.04145714039449899,0.08875295943977102,-0.02523582054145712,-0.02523582054145712,0.3679996429243554,-0.3932354634658125,False,False
0.75,25043011,27,0.025048780902962253,0.06756863184426021,0.11017705722904386,0.06756863184426021,0.3163988156107236,-0.24883018376646338,True,False
0.75,25043011,30,0.03656162528960172,0.4949230073923339,0.5119161688687505,0.4949230073923339,0.10792022895745987,0.3870027784348741,True,True
1.0,25043000,3,0.026519859820731462,0.2889994684409572,0.3663786221251857,0.2889994684409572,0.08117967795613341,0.2078197904848238,True,True
1.0,25043000,6,0.047452791330473865,0.2665758774225214,0.12880877824222425,0.12880877824222425,-0.2860152120281753,0.41482399027039957,True,True
1.0,25043000,9,0.02480669542157754,0.5736398116126094,0.11185611212915364,0.11185611212915364,0.16975135611203518,-0.05789524398288154,True,False
1.0,25043000,10,0.016016176356413503,0.33765564314272406,-0.005646524120655,-0.005646524120655,-0.12131676846843065,0.11567024434777565,False,True
1.0,25043000,12,0.039464939261906196,-0.2860152120281753,0.11041004080725259,-0.2860152120281753,0.03468340287812918,-0.32069861490630447,False,False
1.0,25043000,13,0.0007251113712838375,0.05050324378311319,0.3144264320621193,0.05050324378311319,0.20042779028505542,-0.14992454650194223,True,False
1.0,25043000,16,0.019044183581684138,-0.33934733164408537,-0.4000772642104181,-0.4000772642104181,-0.004525971010832297,-0.3955512931995858,False,False
1.0,25043000,18,0.014734037068711014,0.2575318578725543,0.04338167509131402,0.04338167509131402,-0.07298179244381413,0.11636346753512815,True,True
1.0,25043000,22,0.0299907349458981,0.22137621708805183,0.03468340287812918,0.03468340287812918,-0.07242151588890278,0.10710491876703196,True,True
1.0,25043000,24,0.0010509508273610635,0.41164942176457087,-0.004525971010832297,-0.004525971010832297,0.03468340287812918,-0.03920937388896148,False,False
1.0,25043000,25,0.04102809871364199,0.20350957891227617,0.27824934578095173,0.20350957891227617,-0.1689751962518692,0.37248477516414535,True,True
1.0,25043000,26,0.0386366820351558,-0.14031706076697326,-0.05882601248164748,-0.14031706076697326,0.03468340287812918,-0.17500046364510244,False,False
1.0,25043000,30,0.041786494590284384,0.2990226283320875,0.08054042738068146,0.08054042738068146,-0.004525971010832297,0.08506639839151375,True,True
1.0,25043000,31,0.00042247382613602724,0.05606610684693247,-0.1689751962518692,-0.1689751962518692,0.20350957891227617,-0.37248477516414535,False,False
1.0,25043001,3,0.026519859820731462,-0.12565049439740056,-0.1305387032236781,-0.1305387032236781,0.11269636580445144,-0.24323506902812955,False,False
1.0,25043001,6,0.047452791330473865,0.31719790069419895,0.12261477791395414,0.12261477791395414,-0.032137363707363475,0.15475214162131762,True,True
1.0,25043001,9,0.02480669542157754,0.2376598035230334,-0.10144353561087521,-0.10144353561087521,0.09814878199805,-0.1995923176089252,False,False
1.0,25043001,10,0.016016176356413503,0.0805335535857788,0.09370782300233674,0.0805335535857788,0.045238707103295334,0.03529484648248346,True,True
1.0,25043001,12,0.039464939261906196,-0.1459702885663306,0.07712429075010102,-0.1459702885663306,0.09343210766302826,-0.23940239622935885,False,False
1.0,25043001,13,0.0007251113712838375,0.5902292192081414,0.3268362672197781,0.3268362672197781,-0.11599111941727666,0.4428273866370548,True,True
1.0,25043001,16,0.019044183581684138,-0.032137363707363475,0.3722598063586589,-0.032137363707363475,0.12261477791395414,-0.15475214162131762,False,False
1.0,25043001,18,0.014734037068711014,0.47606235714361345,0.2148764704745314,0.2148764704745314,0.08698283062440353,0.12789363985012786,True,True
1.0,25043001,22,0.0299907349458981,0.36139582769548567,0.09343210766302826,0.09343210766302826,0.16858335084855208,-0.07515124318552382,True,False
1.0,25043001,24,0.0010509508273610635,0.7375968749178311,0.20535993238736575,0.20535993238736575,0.13180676930973845,0.0735531630776273,True,True
1.0,25043001,25,0.04102809871364199,0.3755742979474459,0.1463741939170191,0.1463741939170191,0.15343861766192712,-0.0070644237449080105,True,False
1.0,25043001,26,0.0386366820351558,0.23509460451843772,0.34935329332350606,0.23509460451843772,0.13180676930973845,0.10328783520869927,True,True
1.0,25043001,30,0.041786494590284384,0.3712796892650741,0.13180676930973845,0.13180676930973845,0.20535993238736575,-0.0735531630776273,True,False
1.0,25043001,31,0.00042247382613602724,0.2514328972882676,0.15343861766192712,0.15343861766192712,0.1463741939170191,0.0070644237449080105,True,True
1.0,25043002,3,0.026519859820731462,0.2841123172643237,0.024011688942765563,0.024011688942765563,-0.02625024998545182,0.050261938928217384,True,True
1.0,25043002,6,0.047452791330473865,-0.021974557998148014,-0.2265554103639033,-0.2265554103639033,0.08601684495819995,-0.31257225532210325,False,False
1.0,25043002,9,0.02480669542157754,0.3409263778819043,0.059932999680944454,0.059932999680944454,-0.044210905354541266,0.10414390503548572,True,True
1.0,25043002,10,0.016016176356413503,0.08601684495819995,0.3390600224599599,0.08601684495819995,-0.13599650743093283,0.22201335238913278,True,True
1.0,25043002,12,0.039464939261906196,-0.05702367912744649,-0.4967071286654191,-0.4967071286654191,0.08601684495819995,-0.582723973623619,False,False
1.0,25043002,13,0.0007251113712838375,-0.1124334996518481,0.3652592228517568,-0.1124334996518481,0.04197234431185501,-0.1544058439637031,False,False
1.0,25043002,16,0.019044183581684138,0.11948781178634282,0.30788279195202495,0.11948781178634282,-0.01085665166098948,0.1303444634473323,True,True
1.0,25043002,18,0.014734037068711014,-0.04543760449796236,0.40169802202627264,-0.04543760449796236,0.10275232837227138,-0.14818993287023374,False,False
1.0,25043002,22,0.0299907349458981,0.14363585575767907,0.37746070192811515,0.14363585575767907,0.05431558006267667,0.0893202756950024,True,True
1.0,25043002,24,0.0010509508273610635,0.4012506289182716,0.3082459858308479,0.3082459858308479,0.11948781178634282,0.18875817404450507,True,True
1.0,25043002,25,0.04102809871364199,0.06419315493966926,0.22072770474120423,0.06419315493966926,0.17239021956592804,-0.10819706462625878,True,False
1.0,25043002,26,0.0386366820351558,0.02036462975159148,-0.01085665166098948,-0.01085665166098948,0.13245131990944892,-0.1433079715704384,False,False
1.0,25043002,30,0.041786494590284384,0.13245131990944892,0.33212635826509534,0.13245131990944892,0.14363585575767907,-0.011184535848230148,True,False
1.0,25043002,31,0.00042247382613602724,0.17239021956592804,0.4937377543342778,0.17239021956592804,0.06419315493966926,0.10819706462625878,True,True
1.0,25043003,3,0.026519859820731462,0.41388242219967497,-0.12894634586736492,-0.12894634586736492,-0.054321476796267004,-0.07462486907109792,False,False
1.0,25043003,6,0.047452791330473865,0.045970308785152514,0.09738159048357892,0.045970308785152514,0.1276646121693794,-0.0816943033842269,True,False
1.0,25043003,9,0.02480669542157754,0.10432812944316405,0.06489943573894552,0.06489943573894552,-0.15124436759942222,0.21614380333836775,True,True
1.0,25043003,10,0.016016176356413503,0.30813517626548914,0.3089608754430174,0.30813517626548914,0.08681746047726596,0.22131771578822318,True,True
1.0,25043003,12,0.039464939261906196,-0.026366717690332997,0.14356006632554275,-0.026366717690332997,0.1276646121693794,-0.1540313298597124,False,False
1.0,25043003,13,0.0007251113712838375,-0.17354238933147953,0.46868114245455406,-0.17354238933147953,-0.0320234550642097,-0.14151893426726983,False,False
1.0,25043003,16,0.019044183581684138,0.1276646121693794,0.196927928526752,0.1276646121693794,-0.026366717690332997,0.1540313298597124,True,True
1.0,25043003,18,0.014734037068711014,0.29888307897521094,0.13862316930838062,0.13862316930838062,-0.03924465683025015,0.17786782613863078,True,True
1.0,25043003,22,0.0299907349458981,0.3980350270224756,-0.0521225959701673,-0.0521225959701673,0.05064894723952321,-0.10277154320969051,False,False
1.0,25043003,24,0.0010509508273610635,0.26675280252589656,-0.09092783811252059,-0.09092783811252059,0.1276646121693794,-0.2185924502819,False,False
1.0,25043003,25,0.04102809871364199,0.1926756019512995,-0.034721692559500306,-0.034721692559500306,-0.22141383399494885,0.18669214143544854,False,True
1.0,25043003,26,0.0386366820351558,-0.18893521478895753,0.15804051875344083,-0.18893521478895753,0.1276646121693794,-0.31659982695833694,False,False
1.0,25043003,30,0.041786494590284384,0.20090050366629342,0.13864977634650683,0.13864977634650683,-0.09092783811252059,0.2295776144590274,True,True
1.0,25043003,31,0.00042247382613602724,-0.09186309527938308,-0.22141383399494885,-0.22141383399494885,-0.034721692559500306,-0.18669214143544854,False,False
1.0,25043004,3,0.026519859820731462,0.3115262073023857,0.2706290569363656,0.2706290569363656,0.06522742706752105,0.20540162986884453,True,True
1.0,25043004,6,0.047452791330473865,0.19286438106437717,-0.36130498950095363,-0.36130498950095363,0.14243244702356989,-0.5037374365245235,False,False
1.0,25043004,9,0.02480669542157754,0.006696633117022677,0.15580969119823734,0.006696633117022677,0.1971936389771925,-0.19049700586016982,True,False
1.0,25043004,10,0.016016176356413503,0.31056938883534735,0.14243244702356989,0.14243244702356989,-0.029039675353949974,0.17147212237751985,True,True
1.0,25043004,12,0.039464939261906196,0.34081762020728357,0.25288762713931845,0.25288762713931845,-0.04816380972248244,0.3010514368618009,True,True
1.0,25043004,13,0.0007251113712838375,0.3781930602983207,0.12375822101801942,0.12375822101801942,0.13866284502669413,-0.014904624008674705,True,False
1.0,25043004,16,0.019044183581684138,-0.04816380972248244,0.281333236693606,-0.04816380972248244,-0.009915540985417512,-0.038248268737064925,False,False
1.0,25043004,18,0.014734037068711014,-0.009915540985417512,0.17753314289991667,-0.009915540985417512,-0.00884968340029392,-0.0010658575851235919,False,False
1.0,25043004,22,0.0299907349458981,0.24406289605167103,-0.07959899338669629,-0.07959899338669629,-0.0006358581342843853,-0.07896313525241191,False,False
1.0,25043004,24,0.0010509508273610635,0.17529957304049976,0.008643824716848741,0.008643824716848741,-0.02634319151743658,0.03498701623428532,True,True
1.0,25043004,25,0.04102809871364199,0.21615090406614795,0.0070068879508850546,0.0070068879508850546,-0.07694128918768339,0.08394817713856845,True,True
1.0,25043004,26,0.0386366820351558,-0.02634319151743658,0.15866748745092663,-0.02634319151743658,-0.009915540985417512,-0.01642765053201907,False,False
1.0,25043004,30,0.041786494590284384,0.21383261536402798,0.3141136043504184,0.21383261536402798,-0.02634319151743658,0.24017580688146456,True,True
1.0,25043004,31,0.00042247382613602724,-0.06469442196189656,-0.07694128918768339,-0.07694128918768339,0.0070068879508850546,-0.08394817713856845,False,False
1.0,25043005,3,0.026519859820731462,0.1858028117586249,-0.21633702331830335,-0.21633702331830335,0.1354897296859599,-0.35182675300426325,False,False
1.0,25043005,6,0.047452791330473865,-0.3343010442675513,-0.10357099942600079,-0.3343010442675513,-0.08503304471064652,-0.2492679995569048,False,False
1.0,25043005,9,0.02480669542157754,0.2937262472967413,0.27688166319714375,0.27688166319714375,-0.11111961357176364,0.3880012767689074,True,True
1.0,25043005,10,0.016016176356413503,0.6179799981107564,0.2156283328580726,0.2156283328580726,-0.2096670444890989,0.4252953773471715,True,True
1.0,25043005,12,0.039464939261906196,-0.4799302972989261,-0.051126807250012396,-0.4799302972989261,0.04139418725231103,-0.5213244845512371,False,False
1.0,25043005,13,0.0007251113712838375,0.02297369918253106,-0.0059022038252239395,-0.0059022038252239395,0.0302723199394202,-0.03617452376464414,False,False
1.0,25043005,16,0.019044183581684138,-0.08503304471064652,0.25327207978779714,-0.08503304471064652,0.03570087174505393,-0.12073391645570045,False,False
1.0,25043005,18,0.014734037068711014,0.6162073863307594,0.04839626246209364,0.04839626246209364,-0.024666086482796293,0.07306234894488993,True,True
