version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,cross_sum,R_E,D_E,D_Q_within,D_Q_crossmix,D_E_signed_pairmean,D_Q_within_signed_pairmean,D_Q_crossmix_signed_pairmean,split_residual_maxabs
v32.17,25042000,transverse,3,60,2.8428147436945483,-0.37654043188966524,4,4,0.5033507921872238,0.7714393643525351,1.3506295429173236,4.115968195249565e-13,5.924942157521828e-13,5.81328655707e-13,7.087520317852679e-14,4.3834111999150356e-13,3.6745672459415276e-13,7.087520317852679e-14,8.131779284044427e-17
v32.17,25042000,transverse,4,59,1.9787294107422513,0.09163904430626355,4,4,0.5531377953749617,0.972941911995407,40.348478479516004,4.03366298765582e-11,1.0671230505788891e-10,1.0783202396916079e-10,7.419526233908602e-12,-1.0671230505788891e-10,-1.0783202396916079e-10,1.1246919961344154e-12,7.629355090803984e-15
v32.17,25042000,transverse,5,58,1.9761806190048739,-0.047486139244666936,4,4,-0.33149252853540156,0.21379905642678876,-25.144547829706553,4.016719595940271e-11,2.3979974327774346e-11,2.4274315599323147e-11,1.650705232477489e-12,-2.3979974327774346e-11,-2.4274315599323147e-11,2.95145558192351e-13,1.7209994573225535e-15
v32.17,25042000,transverse,6,57,1.966744402461953,0.46365890923314146,4,4,0.4823727247697548,0.874104469432512,20.91547699977467,4.093352147674731e-11,2.918324568217556e-10,2.856609576836759e-10,6.172528394337685e-12,-8.698713841511058e-11,-8.663450620418481e-11,-3.5515988131697013e-13,3.556926649246962e-15
v32.17,25042000,transverse,7,56,1.9644309918628977,-0.4975409645034512,4,4,-0.2601503178590552,0.13023112704946424,-11.677726757772527,4.0905501763645514e-11,4.411733261616813e-11,4.330848045698722e-11,8.087534608880721e-13,-1.3050072825243348e-11,-1.3000213060243859e-11,-5.023468853886757e-14,4.73621832219321e-16
v32.17,25042000,transverse,8,55,1.6921458564839147,0.023834044377988334,4,4,0.17556353403560576,0.7184266361374598,23.832856530107364,2.7735493134590217e-11,1.4710257248093186e-10,1.4461229816251018e-10,3.200325972707072e-12,1.1546363609171187e-10,1.122622022418328e-10,3.200325972707072e-12,7.946375747593265e-15
v32.17,25042000,transverse,9,54,1.6886100349699211,0.01571539170803185,4,4,-0.21477583449185783,0.37484679025898093,-29.25304652754366,2.7743463896017783e-11,7.768896819157169e-11,7.611153525224171e-11,1.843614555638039e-12,6.129413172352595e-11,5.945236102431214e-11,1.843614555638039e-12,4.233776782779835e-15
v32.17,25042000,transverse,10,53,1.6764420039565993,0.46343244789583143,4,4,0.22659477557132662,0.7320037978015923,26.63446670236962,1.3857531685809414e-11,8.849973867621441e-11,8.559878121590352e-11,2.905502773137958e-12,8.849973867621441e-11,8.559878121590352e-11,2.905502773137958e-12,1.2963120537488796e-14
v32.17,25042000,transverse,11,52,1.6720595812293473,-0.2931208456369997,4,4,-0.24859368712920626,0.19601498046578628,-29.26380841022199,1.4138018587260931e-11,2.424657038018164e-11,2.349805352859182e-11,7.482456375143683e-13,2.424657038018164e-11,2.349805352859182e-11,7.482456375143683e-13,9.655063244985354e-16
v32.17,25042000,transverse,12,51,1.4639107662982664,-0.1691666279032112,4,4,-0.12717926536755628,0.4326472172133027,-18.082187781362435,1.0301171244556262e-11,2.4276416823106468e-11,2.363507436255529e-11,1.3804391253071845e-12,-2.0241533093781456e-12,-6.577120744468771e-13,-1.3804391253071845e-12,2.419183707826751e-14
v32.17,25042000,transverse,13,50,1.4584129115423414,0.22512599499772068,4,4,0.0045208160943479014,0.5470515398233062,0.6485258142677317,9.982222521780335e-12,3.1149546394354835e-11,3.009557492577675e-11,2.6574908476471206e-12,-3.069554736758162e-12,-4.259024454174067e-13,-2.6574908476471206e-12,2.1199411145135525e-14
v32.17,25042000,transverse,14,49,1.4334527954745644,0.29063541288859407,4,4,-0.07642780377450004,0.4913951099263314,-10.107557115490094,7.224902847953467e-12,2.4142238040666428e-11,2.62186079066169e-11,2.081005215456888e-12,2.4142238040666428e-11,2.62186079066169e-11,-2.081005215456888e-12,5.759166490192541e-15
v32.17,25042000,transverse,15,48,1.4275616977982164,0.00545299082877565,4,4,-0.004850690044888067,0.5755490387760599,-0.6366164773594711,6.896158556987887e-12,2.8752259787848662e-11,3.0227475446954615e-11,1.4696691643661228e-12,2.8752259787848662e-11,3.0227475446954615e-11,-1.4696691643661228e-12,6.367956628761008e-15
v32.17,25042000,transverse,16,47,1.0939615772545648,-0.12727287836418105,4,4,0.13852960937492143,0.46605450637370777,1.6086396775672593,3.1395521334718347e-13,5.068638302673701e-13,3.551730927613853e-13,1.5205195691486067e-13,-2.511728794690016e-13,-2.183525326480389e-13,-3.2429379939127786e-14,7.521862907106871e-16
v32.17,25042000,transverse,17,46,1.0881648225246672,-0.0019399843253508076,4,4,0.021638338014501116,0.3078642673369377,0.2806650559339174,3.16716415356736e-13,2.1434654568149045e-13,2.686290157835021e-13,5.44121219242329e-14,1.0519838492472866e-13,1.4100476389443678e-13,-3.614695333320994e-14,4.702261857230443e-16
v32.17,25042000,transverse,18,45,1.0741101228597905,-0.025214000864455688,4,4,0.009107254127100528,0.27794328431735327,0.09549673441373158,2.015851019882466e-13,1.1652910731867953e-13,7.432123814297031e-14,7.993952251039425e-14,1.1652910731867953e-13,3.6331189208350233e-14,7.993952251039425e-14,3.3914404753812553e-16
v32.17,25042000,transverse,19,44,1.0687765868124621,-0.2796673059394926,4,4,0.0012154968012116402,0.26966890131456306,0.011516979416061945,1.761016620838339e-13,2.5991867649362163e-14,3.037023403059605e-14,7.440838618491247e-15,-2.5991867649362163e-14,-2.8390781511585168e-14,2.4723007005913067e-15,1.8393588134952204e-16
v32.17,25042000,transverse,20,43,0.6587625915442124,0.271925888444691,4,4,0.06286883583116017,0.9038091058286507,102.93550019821612,1.2240298421892067e-10,1.8350206708549741e-09,1.7765465672429754e-09,6.489291133243153e-11,1.8350206708549741e-09,1.7765465672429754e-09,5.842143056029087e-11,7.123808719996822e-14
v32.17,25042000,transverse,21,42,0.6523641195267388,0.34473424651455187,4,4,-0.07489227827167572,0.8193869773359052,-123.95801466683588,1.3158751246702118e-10,1.7208289341601406e-09,1.6224395792466984e-09,1.1781591801073807e-10,1.7208289341601406e-09,1.6224395792466984e-09,9.83903982328755e-11,2.4240069275324863e-14
v32.17,25042000,transverse,22,41,0.6353883011550365,0.6326899225480247,4,4,-0.07920900500567235,0.8325984188275818,-161.52744701928623,1.443840769609799e-10,3.2268982004341296e-09,3.0861965792562195e-09,1.8339902756798023e-10,3.2268982004341296e-09,3.0861965792562195e-09,1.4059167406316333e-10,1.3468196557246374e-13
v32.17,25042000,transverse,23,40,0.6293356210701317,0.16502413161883028,4,4,0.08410533546535165,0.92251511583467,172.83651885390907,1.4009798088778827e-10,3.5378432911268804e-09,3.4385522335035227e-09,1.3039011014412312e-10,3.5378432911268804e-09,3.4385522335035227e-09,9.948289061124006e-11,2.026802213605687e-13
v32.17,25042000,transverse,24,39,0.2843715887463743,-0.5475178260577758,4,4,-0.05163286814411448,0.1294799438067426,-1.0880740074824757,5.258720173329738e-13,1.257431332973259e-13,1.4923168060138235e-13,2.0812214089277435e-13,-1.257431332973259e-13,-1.4923168060138235e-13,2.3578956353864446e-14,1.1999865770725528e-16
v32.17,25042000,transverse,25,38,0.2812054412565679,-0.46029967445888076,4,4,-0.06894238490630508,0.061417598743775996,-1.4429669717769815,5.643648030307793e-13,6.312802803834443e-14,9.821006780801975e-14,1.5791775276769568e-13,6.312802803834443e-14,1.1024670208977766e-14,5.1972758661693726e-14,3.495010056172084e-16
v32.17,25042000,transverse,26,37,0.26482062964046393,-0.585737424372401,4,4,-0.0648909508960914,0.114680150612476,-1.3987511480430268,8.014259969665222e-13,8.353034149022647e-14,8.638104901574927e-14,1.564688617016202e-13,-8.353034149022647e-14,6.354689876531748e-14,-1.4708637525410178e-13,7.96482056137787e-17
v32.17,25042000,transverse,27,36,0.2619864687735263,-0.751304197451854,4,4,-0.06061207223601379,0.10208594695477025,-1.3264386946000557,7.449446720911714e-13,6.419451051677445e-14,7.572845226557802e-14,1.2120614049023819e-13,-6.419451051677445e-14,-7.572845226557802e-14,1.1494744583643538e-14,8.017073802920669e-17
v32.17,25042000,transverse,28,35,0.07278294475567904,0.1666843876215432,4,4,0.06098098316256717,0.967552651106938,492.2984998923025,3.2131187415749258e-09,1.2847325818342858e-07,1.2759636700043427e-07,8.770318119409107e-10,-4.927950846248785e-08,-4.920536577240665e-08,-7.359216697561665e-11,6.911520521865848e-13
v32.17,25042000,transverse,29,34,0.07081255002358793,0.12307328643041221,4,4,-0.0537945173538253,0.9099879179073228,-430.97799060432453,3.2264500453247725e-09,1.2046736305790874e-07,1.1945316648827778e-07,1.0137822003483006e-09,-4.617593715849084e-08,-4.603728326444803e-08,-1.3875777397965473e-10,5.182492195126729e-13
v32.17,25042000,transverse,30,33,0.048600388009180644,0.1783224940845633,4,4,0.05947264140154374,0.9438874220291555,265.1357842719822,1.4463134459969895e-09,8.618729117832493e-08,8.674366558646812e-08,5.564180568647173e-10,7.772607105907366e-08,7.809378089821762e-08,-3.6781293122820115e-10,1.4674080577793402e-13
v32.17,25042000,transverse,31,32,0.04659378773055864,0.07724022316920248,4,4,-0.0696891923638916,0.8776881841755937,-307.50273392921144,1.4523584604846765e-09,7.98019263955794e-08,8.018875182360996e-08,3.869176539340036e-10,7.192293010920093e-08,7.220275821219913e-08,-2.801281368843949e-10,3.9225978965621355e-13
